chrom	start	end	ratio_change	gene_id	gene_name	gene_type	overlap_type	strand	tss	distance_to_tss
chr1	74850000	75000000	-0.1070484333333333	ENSMUSG00000006538.12	Ihh	protein_coding	promoter	-	74951672	48328
chr1	74850000	75000000	-0.1070484333333333	ENSMUSG00000103145.1	Gm37744	TEC	promoter	+	74954252	45748
chr1	75450000	75600000	-0.1358351666666666	ENSMUSG00000033007.15	Asic4	protein_coding	promoter	+	75450436	436
chr1	75450000	75600000	-0.1358351666666666	ENSMUSG00000102605.1	Gm37264	TEC	promoter	-	75470761	20761
chr1	75450000	75600000	-0.1358351666666666	ENSMUSG00000032997.16	Chpf	protein_coding	promoter	-	75479307	29307
chr1	75450000	75600000	-0.1358351666666666	ENSMUSG00000026211.17	Obsl1	protein_coding	promoter	-	75506452	56452
chr1	75450000	75600000	-0.1358351666666666	ENSMUSG00000051703.14	Tmem198	protein_coding	promoter	+	75479532	29532
chr1	75450000	75600000	-0.1358351666666666	ENSMUSG00000032968.4	Inha	protein_coding	promoter	+	75507077	57077
chr1	75450000	75600000	-0.1358351666666666	ENSMUSG00000082745.1	Gm15181	unprocessed_pseudogene	promoter	-	75514283	64283
chr1	75450000	75600000	-0.1358351666666666	ENSMUSG00000026213.15	Stk11ip	protein_coding	promoter	+	75521529	71529
chr1	75450000	75600000	-0.1358351666666666	ENSMUSG00000082059.1	Gm15183	processed_pseudogene	promoter	+	75542211	57789
chr1	75450000	75600000	-0.1358351666666666	ENSMUSG00000006576.16	Slc4a3	protein_coding	promoter	+	75546266	53734
chr1	75450000	75600000	-0.1358351666666666	ENSMUSG00000083244.1	Gm15180	processed_pseudogene	promoter	+	75568083	31917
chr1	87450000	87600000	-0.1068009566666666	ENSMUSG00000026258.5	Snorc	protein_coding	promoter	+	87470271	20271
chr1	87450000	87600000	-0.1068009566666666	ENSMUSG00000026259.14	Ngef	protein_coding	promoter	-	87573870	26130
chr1	87450000	87600000	-0.1068009566666666	ENSMUSG00000079434.8	Neu2	protein_coding	promoter	+	87509889	59889
chr1	87450000	87600000	-0.1068009566666666	ENSMUSG00000091123.1	Gm17181	processed_pseudogene	promoter	+	87514175	64175
chr1	87450000	87600000	-0.1068009566666666	ENSMUSG00000090994.1	Gm6153	processed_pseudogene	promoter	-	87544692	55308
chr1	89250000	89400000	-0.12981887	ENSMUSG00000102083.1	Gm5259	processed_pseudogene	promoter	-	89256981	6981
chr1	89250000	89400000	-0.12981887	ENSMUSG00000101288.1	Gm28342	lincRNA	promoter	-	89358144	41856
chr1	89400000	89550000	-0.1051946666666666	ENSMUSG00000099938.1	C030007H22Rik	lincRNA	promoter	-	89406133	6133
chr1	89400000	89550000	-0.1051946666666666	ENSMUSG00000055013.16	Agap1	protein_coding	promoter	+	89454806	54806
chr1	89400000	89550000	-0.1051946666666666	ENSMUSG00000104114.1	Gm37297	TEC	promoter	+	89483438	66562
chr1	89550000	89700000	-0.1068017	ENSMUSG00000088371.1	Gm25180	rRNA	promoter	+	89563360	13360
chr1	89550000	89700000	-0.1068017	ENSMUSG00000101662.1	Gm28499	sense_intronic	promoter	+	89568765	18765
chr1	89550000	89700000	-0.1068017	ENSMUSG00000102009.6	4933400F21Rik	processed_transcript	promoter	-	89683908	16092
chr1	89550000	89700000	-0.1068017	ENSMUSG00000088775.1	Gm26037	misc_RNA	promoter	+	89684802	15198
chr1	90300000	90450000	-0.1011473199999999	ENSMUSG00000098368.1	Gm27648	rRNA	promoter	+	90327312	27312
chr1	90450000	90600000	-0.1297062566666666	ENSMUSG00000101997.1	Gm28722	lincRNA	promoter	-	90454501	4501
chr1	90450000	90600000	-0.1297062566666666	ENSMUSG00000103292.1	Gm35048	TEC	promoter	+	90520496	70496
chr1	90450000	90600000	-0.1297062566666666	ENSMUSG00000034432.11	Cops8	protein_coding	promoter	+	90602981	2981
chr1	90750000	90900000	-0.1301873733333333	ENSMUSG00000048126.16	Col6a3	protein_coding	promoter	-	90843971	56029
chr1	90750000	90900000	-0.1301873733333333	ENSMUSG00000103061.1	Gm36970	TEC	promoter	-	90839133	60867
chr1	90750000	90900000	-0.1301873733333333	ENSMUSG00000103978.1	4930474B08Rik	TEC	promoter	-	90871419	28581
chr1	91350000	91500000	-0.1194952333333333	ENSMUSG00000026308.8	Klhl30	protein_coding	promoter	+	91351016	1016
chr1	91350000	91500000	-0.1194952333333333	ENSMUSG00000047443.14	Erfe	protein_coding	promoter	+	91366430	16430
chr1	91350000	91500000	-0.1194952333333333	ENSMUSG00000026309.14	Ilkap	protein_coding	promoter	-	91398815	48815
chr1	91350000	91500000	-0.1194952333333333	ENSMUSG00000100253.1	1700020N18Rik	lincRNA	promoter	-	91406029	56029
chr1	91350000	91500000	-0.1194952333333333	ENSMUSG00000067071.8	Hes6	protein_coding	promoter	-	91414038	64038
chr1	91350000	91500000	-0.1194952333333333	ENSMUSG00000055866.9	Per2	protein_coding	promoter	-	91459324	40676
chr1	91350000	91500000	-0.1194952333333333	ENSMUSG00000101911.1	Gm28381	processed_pseudogene	promoter	-	91470098	29902
chr1	91350000	91500000	-0.1194952333333333	ENSMUSG00000100151.1	Gm28382	lincRNA	promoter	+	91483024	16976
chr1	91350000	91500000	-0.1194952333333333	ENSMUSG00000101958.1	Gm19085	processed_pseudogene	promoter	-	91490009	9991
chr1	91350000	91500000	-0.1194952333333333	ENSMUSG00000034292.13	Traf3ip1	protein_coding	promoter	+	91494647	5353
chr1	91650000	91800000	-0.1097531733333333	ENSMUSG00000007805.4	Twist2	protein_coding	promoter	+	91801461	1461
chr1	91800000	91950000	-0.1182337333333333	ENSMUSG00000100980.1	Gm29100	antisense	promoter	-	91802937	2937
chr1	91800000	91950000	-0.1182337333333333	ENSMUSG00000007805.4	Twist2	protein_coding	promoter	+	91801461	1461
chr1	91800000	91950000	-0.1182337333333333	ENSMUSG00000101414.1	Gm29101	sense_intronic	promoter	+	91822515	22515
chr1	91800000	91950000	-0.1182337333333333	ENSMUSG00000102745.1	Gm37600	TEC	promoter	+	91916260	33740
chr1	93000000	93150000	-0.13874556	ENSMUSG00000100021.1	Gm18697	processed_pseudogene	promoter	-	93002771	2771
chr1	93000000	93150000	-0.13874556	ENSMUSG00000045091.4	Aqp12	protein_coding	promoter	+	93006334	6334
chr1	93000000	93150000	-0.13874556	ENSMUSG00000014602.15	Kif1a	protein_coding	promoter	-	93101951	48049
chr1	93000000	93150000	-0.13874556	ENSMUSG00000101378.1	Gm28086	lincRNA	promoter	-	93124103	25897
chr1	93000000	93150000	-0.13874556	ENSMUSG00000026272.6	Agxt	protein_coding	promoter	+	93135240	14760
chr1	93150000	93300000	-0.1400196	ENSMUSG00000034159.12	Mab21l4	protein_coding	promoter	-	93160948	10948
chr1	93150000	93300000	-0.1400196	ENSMUSG00000084989.3	Crocc2	protein_coding	promoter	+	93168725	18725
chr1	93150000	93300000	-0.1400196	ENSMUSG00000047793.13	Sned1	protein_coding	promoter	+	93235841	64159
chr1	93150000	93300000	-0.1400196	ENSMUSG00000098997.1	Mir6901	miRNA	promoter	+	93274549	25451
chr1	118800000	118950000	-0.1059256	ENSMUSG00000100040.1	Gm28467	processed_pseudogene	promoter	+	118810136	10136
chr1	118800000	118950000	-0.1059256	ENSMUSG00000098273.1	Mir6346	miRNA	promoter	+	118954220	4220
chr1	118950000	119100000	-0.1269472333333333	ENSMUSG00000048402.14	Gli2	protein_coding	promoter	-	119053619	46381
chr1	118950000	119100000	-0.1269472333333333	ENSMUSG00000098273.1	Mir6346	miRNA	promoter	+	118954220	4220
chr1	118950000	119100000	-0.1269472333333333	ENSMUSG00000097408.1	Gm26831	lincRNA	promoter	+	119058469	41531
chr1	119100000	119250000	-0.1079722666666666	ENSMUSG00000096939.1	Gm8321	processed_pseudogene	promoter	+	119157586	57586
chr1	119100000	119250000	-0.1079722666666666	ENSMUSG00000100767.1	Gm3508	processed_pseudogene	promoter	-	119242753	7247
chr1	119400000	119550000	-0.1210213333333333	ENSMUSG00000037035.5	Inhbb	protein_coding	promoter	-	119422248	22248
chr1	119400000	119550000	-0.1210213333333333	ENSMUSG00000004451.14	Ralb	protein_coding	promoter	-	119504794	45206
chr1	119400000	119550000	-0.1210213333333333	ENSMUSG00000101437.1	Gm29454	processed_pseudogene	promoter	+	119499477	50523
chr1	119400000	119550000	-0.1210213333333333	ENSMUSG00000098447.2	Gm27184	antisense	promoter	-	119526359	23641
chr1	119400000	119550000	-0.1210213333333333	ENSMUSG00000098923.1	Tmem185b	protein_coding	promoter	+	119526160	23840
chr1	119400000	119550000	-0.1210213333333333	ENSMUSG00000101731.1	3830432H09Rik	lincRNA	promoter	-	119536165	13835
chr1	119400000	119550000	-0.1210213333333333	ENSMUSG00000084505.1	Gm25322	snRNA	promoter	+	119530211	19789
chr1	131700000	131850000	-0.1320669666666666	ENSMUSG00000042268.10	Slc26a9	protein_coding	promoter	+	131744022	44022
chr1	131700000	131850000	-0.1320669666666666	ENSMUSG00000042251.12	Pm20d1	protein_coding	promoter	+	131797381	52619
chr1	131700000	131850000	-0.1320669666666666	ENSMUSG00000013275.9	Slc41a1	protein_coding	promoter	+	131827493	22507
chr1	132150000	132300000	-0.1185823333333333	ENSMUSG00000079330.9	Lemd1	protein_coding	promoter	+	132191431	41431
chr1	132150000	132300000	-0.1185823333333333	ENSMUSG00000118219.1	Gm29695	protein_coding	promoter	+	132191457	41457
chr1	132150000	132300000	-0.1185823333333333	ENSMUSG00000065435.1	Mir135b	miRNA	promoter	+	132198088	48088
chr1	132150000	132300000	-0.1185823333333333	ENSMUSG00000066936.4	Gm10188	protein_coding	promoter	-	132229767	70233
chr1	132150000	132300000	-0.1185823333333333	ENSMUSG00000101549.1	Gm29630	lincRNA	promoter	-	132280411	19589
chr1	132150000	132300000	-0.1185823333333333	ENSMUSG00000089808.3	Gm7241	processed_pseudogene	promoter	+	132284453	15547
chr1	132150000	132300000	-0.1185823333333333	ENSMUSG00000042115.4	Klhdc8a	protein_coding	promoter	+	132298626	1374
chr1	132600000	132750000	-0.1066391	ENSMUSG00000026442.14	Nfasc	protein_coding	promoter	-	132741797	8203
chr1	132600000	132750000	-0.1066391	ENSMUSG00000101126.1	Gm10538	antisense	promoter	+	132729355	20645
chr1	133200000	133350000	-0.1275629333333333	ENSMUSG00000101693.1	Gm19461	antisense	promoter	-	133269808	69808
chr1	133200000	133350000	-0.1275629333333333	ENSMUSG00000103421.1	Golt1a	protein_coding	promoter	+	133309800	40200
chr1	133200000	133350000	-0.1275629333333333	ENSMUSG00000115958.1	Gm28040	protein_coding	promoter	+	133309827	40173
chr1	133200000	133350000	-0.1275629333333333	ENSMUSG00000098306.9	Gm28040	protein_coding	promoter	+	133309827	40173
chr1	133200000	133350000	-0.1275629333333333	ENSMUSG00000116158.1	Kiss1	protein_coding	promoter	+	133321875	28125
chr1	133200000	133350000	-0.1275629333333333	ENSMUSG00000070645.5	Ren1	protein_coding	promoter	+	133350510	510
chr1	133350000	133500000	-0.1055690999999999	ENSMUSG00000070645.5	Ren1	protein_coding	promoter	+	133350510	510
chr1	133350000	133500000	-0.1055690999999999	ENSMUSG00000070644.13	Etnk2	protein_coding	promoter	+	133363572	13572
chr1	133350000	133500000	-0.1055690999999999	ENSMUSG00000070643.11	Sox13	protein_coding	promoter	-	133424377	74377
chr1	133800000	133950000	-0.1280769333333333	ENSMUSG00000026463.17	Atp2b4	protein_coding	promoter	-	133801041	1041
chr1	133800000	133950000	-0.1280769333333333	ENSMUSG00000103166.1	Gm10537	TEC	promoter	+	133829528	29528
chr1	133800000	133950000	-0.1280769333333333	ENSMUSG00000100830.1	Gm28441	lincRNA	promoter	+	133835189	35189
chr1	133800000	133950000	-0.1280769333333333	ENSMUSG00000010311.15	Optc	protein_coding	promoter	-	133907999	42001
chr1	133800000	133950000	-0.1280769333333333	ENSMUSG00000090208.1	Gm15851	antisense	promoter	+	133906531	43469
chr1	133800000	133950000	-0.1280769333333333	ENSMUSG00000041577.5	Prelp	protein_coding	promoter	-	133921414	28586
chr1	133950000	134100000	-0.1008378999999999	ENSMUSG00000100987.1	Gm1627	lincRNA	promoter	+	133962162	12162
chr1	133950000	134100000	-0.1008378999999999	ENSMUSG00000099507.1	Gm18970	processed_pseudogene	promoter	-	134033378	66622
chr1	133950000	134100000	-0.1008378999999999	ENSMUSG00000041559.7	Fmod	protein_coding	promoter	+	134037254	62746
chr1	133950000	134100000	-0.1008378999999999	ENSMUSG00000020423.6	Btg2	protein_coding	promoter	-	134079120	20880
chr1	133950000	134100000	-0.1008378999999999	ENSMUSG00000102380.1	Gm38140	TEC	promoter	-	134099159	841
chr1	134100000	134250000	-0.1240102666666666	ENSMUSG00000102380.1	Gm38140	TEC	promoter	-	134099159	841
chr1	134100000	134250000	-0.1240102666666666	ENSMUSG00000073559.2	Gm8618	processed_pseudogene	promoter	+	134109368	9368
chr1	134100000	134250000	-0.1240102666666666	ENSMUSG00000026450.14	Chit1	protein_coding	promoter	+	134111242	11242
chr1	134100000	134250000	-0.1240102666666666	ENSMUSG00000064246.10	Chil1	protein_coding	promoter	+	134182176	67824
chr1	134100000	134250000	-0.1240102666666666	ENSMUSG00000042451.12	Mybph	protein_coding	promoter	+	134193448	56552
chr1	134100000	134250000	-0.1240102666666666	ENSMUSG00000042429.8	Adora1	protein_coding	promoter	-	134235431	14569
chr1	135000000	135150000	-0.1557901333333333	ENSMUSG00000042793.13	Lgr6	protein_coding	promoter	-	135105276	44724
chr1	135000000	135150000	-0.1557901333333333	ENSMUSG00000097993.7	Ptprv	polymorphic_pseudogene	promoter	-	135132594	17406
chr1	135000000	135150000	-0.1557901333333333	ENSMUSG00000097988.1	Gm10535	antisense	promoter	+	135108961	41039
chr1	135000000	135150000	-0.1557901333333333	ENSMUSG00000031506.11	Ptpn7	protein_coding	promoter	+	135132700	17300
chr1	135000000	135150000	-0.1557901333333333	ENSMUSG00000026426.10	Arl8a	protein_coding	promoter	+	135146824	3176
chr1	135000000	135150000	-0.1557901333333333	ENSMUSG00000085311.1	Gm15445	antisense	promoter	+	135152963	2963
chr1	135450000	135600000	-0.1167841333333333	ENSMUSG00000093515.1	Mir1231	miRNA	promoter	-	135454683	4683
chr1	135450000	135600000	-0.1167841333333333	ENSMUSG00000102474.1	2610012C04Rik	TEC	promoter	-	135481414	31414
chr1	135450000	135600000	-0.1167841333333333	ENSMUSG00000104524.1	Gm37333	TEC	promoter	-	135525338	74662
chr1	135450000	135600000	-0.1167841333333333	ENSMUSG00000054412.5	Gm4793	antisense	promoter	+	135584773	15227
chr1	135600000	135750000	-0.1213763333333333	ENSMUSG00000009418.16	Nav1	protein_coding	promoter	-	135688105	61895
chr1	135600000	135750000	-0.1213763333333333	ENSMUSG00000026421.14	Csrp1	protein_coding	promoter	+	135720061	29939
chr1	135750000	135900000	-0.1673540666666666	ENSMUSG00000041801.5	Phlda3	protein_coding	promoter	+	135766119	16119
chr1	135750000	135900000	-0.1673540666666666	ENSMUSG00000026418.16	Tnni1	protein_coding	promoter	+	135779434	29434
chr1	135750000	135900000	-0.1673540666666666	ENSMUSG00000041782.14	Lad1	protein_coding	promoter	+	135818598	68598
chr1	135750000	135900000	-0.1673540666666666	ENSMUSG00000026414.13	Tnnt2	protein_coding	promoter	+	135836354	63646
chr1	135750000	135900000	-0.1673540666666666	ENSMUSG00000101482.1	Gm28883	processed_pseudogene	promoter	+	135869782	30218
chr1	135750000	135900000	-0.1673540666666666	ENSMUSG00000102414.1	Gm36938	TEC	promoter	-	135899089	911
chr1	135900000	136050000	-0.1047228666666666	ENSMUSG00000026413.12	Pkp1	protein_coding	promoter	-	135919207	19207
chr1	135900000	136050000	-0.1047228666666666	ENSMUSG00000102414.1	Gm36938	TEC	promoter	-	135899089	911
chr1	135900000	136050000	-0.1047228666666666	ENSMUSG00000051985.12	Igfn1	protein_coding	promoter	-	136006342	43658
chr1	135900000	136050000	-0.1047228666666666	ENSMUSG00000026411.17	Tmem9	protein_coding	promoter	+	136008150	41850
chr1	135900000	136050000	-0.1047228666666666	ENSMUSG00000097918.1	Ascl5	protein_coding	promoter	+	136050804	804
chr1	135900000	136050000	-0.1047228666666666	ENSMUSG00000026407.17	Cacna1s	protein_coding	promoter	+	136052750	2750
chr1	136050000	136200000	-0.1114946	ENSMUSG00000097918.1	Ascl5	protein_coding	promoter	+	136050804	804
chr1	136050000	136200000	-0.1114946	ENSMUSG00000026407.17	Cacna1s	protein_coding	promoter	+	136052750	2750
chr1	136050000	136200000	-0.1114946	ENSMUSG00000102838.1	Gm37014	TEC	promoter	+	136057181	7181
chr1	136050000	136200000	-0.1114946	ENSMUSG00000102717.1	Gm37759	antisense	promoter	-	136119822	69822
chr1	136050000	136200000	-0.1114946	ENSMUSG00000086264.9	Gm15850	processed_transcript	promoter	-	136131183	68817
chr1	136050000	136200000	-0.1114946	ENSMUSG00000041642.18	Kif21b	protein_coding	promoter	+	136131389	68611
chr1	151800000	151950000	-0.1106258	ENSMUSG00000084557.1	Gm25279	snRNA	promoter	-	151854955	54955
chr1	151800000	151950000	-0.1106258	ENSMUSG00000100685.1	Gm28610	antisense	promoter	+	151875419	74581
chr1	152400000	152550000	-0.1191324333333333	ENSMUSG00000080878.1	Gm15618	processed_pseudogene	promoter	-	152407525	7525
chr1	153600000	153750000	-0.1059077923333333	ENSMUSG00000099858.1	Gm6652	processed_pseudogene	promoter	-	153620673	20673
chr1	153600000	153750000	-0.1059077923333333	ENSMUSG00000042671.12	Rgs8	protein_coding	promoter	+	153653025	53025
chr1	153600000	153750000	-0.1059077923333333	ENSMUSG00000100945.1	Gm29529	antisense	promoter	-	153692656	57344
chr1	153600000	153750000	-0.1059077923333333	ENSMUSG00000102404.1	5530400K19Rik	TEC	promoter	+	153714654	35346
chr1	153600000	153750000	-0.1059077923333333	ENSMUSG00000100334.1	C230024C17Rik	lincRNA	promoter	-	153737829	12171
chr1	153600000	153750000	-0.1059077923333333	ENSMUSG00000026475.7	Rgs16	protein_coding	promoter	+	153740349	9651
chr1	153600000	153750000	-0.1059077923333333	ENSMUSG00000099568.1	Gm28513	antisense	promoter	-	153749324	676
chr1	153600000	153750000	-0.1059077923333333	ENSMUSG00000066800.11	Rnasel	protein_coding	promoter	+	153749426	574
chr1	153600000	153750000	-0.1059077923333333	ENSMUSG00000100183.1	Gm28512	sense_intronic	promoter	+	153750682	682
chr1	154950000	155100000	-0.1117629666666666	ENSMUSG00000101880.1	Gm29282	lincRNA	promoter	-	155057179	42821
chr1	154950000	155100000	-0.1117629666666666	ENSMUSG00000101433.1	Gm29441	processed_pseudogene	promoter	+	155031739	68261
chr1	154950000	155100000	-0.1117629666666666	ENSMUSG00000096950.2	Gm9530	lincRNA	promoter	-	155083266	16734
chr1	154950000	155100000	-0.1117629666666666	ENSMUSG00000056708.5	Ier5	protein_coding	promoter	-	155099636	364
chr1	155700000	155850000	-0.145591	ENSMUSG00000026468.14	Lhx4	protein_coding	promoter	-	155751684	51684
chr1	155700000	155850000	-0.145591	ENSMUSG00000103180.1	Gm37089	processed_pseudogene	promoter	+	155766146	66146
chr1	155700000	155850000	-0.145591	ENSMUSG00000033684.14	Qsox1	protein_coding	promoter	-	155812889	37111
chr1	155700000	155850000	-0.145591	ENSMUSG00000102299.1	Gm37539	TEC	promoter	+	155789124	60876
chr1	155700000	155850000	-0.145591	ENSMUSG00000102558.1	Gm37571	antisense	promoter	+	155818494	31506
chr1	165750000	165900000	-0.1216416666666666	ENSMUSG00000040713.12	Creg1	protein_coding	promoter	+	165763746	13746
chr1	165750000	165900000	-0.1216416666666666	ENSMUSG00000104306.1	Gm36972	lincRNA	promoter	-	165777155	27155
chr1	165750000	165900000	-0.1216416666666666	ENSMUSG00000089829.2	Gm16565	processed_transcript	promoter	+	165781075	31075
chr1	165750000	165900000	-0.1216416666666666	ENSMUSG00000088618.1	Gm24808	rRNA	promoter	-	165785951	35951
chr1	165750000	165900000	-0.1216416666666666	ENSMUSG00000005763.15	Cd247	protein_coding	promoter	+	165788681	38681
chr1	165750000	165900000	-0.1216416666666666	ENSMUSG00000094394.1	Gm23402	snRNA	promoter	-	165809742	59742
chr1	165750000	165900000	-0.1216416666666666	ENSMUSG00000102363.1	Gm32999	TEC	promoter	-	165844608	55392
chr1	165750000	165900000	-0.1216416666666666	ENSMUSG00000103768.1	Gm37856	TEC	promoter	-	165846085	53915
chr1	165750000	165900000	-0.1216416666666666	ENSMUSG00000102154.1	Gm37469	antisense	promoter	-	165849044	50956
chr1	178650000	178800000	-0.1065911	ENSMUSG00000102922.1	Gm34176	processed_pseudogene	promoter	+	178755808	44192
chr1	178800000	178950000	-0.1084150333333333	ENSMUSG00000089713.1	Gm16564	antisense	promoter	-	178917614	32386
chr1	180300000	180450000	-0.1193241	ENSMUSG00000055676.4	Gm5069	transcribed_processed_pseudogene	promoter	-	180330550	30550
chr1	180300000	180450000	-0.1193241	ENSMUSG00000038855.10	Itpkb	protein_coding	promoter	+	180330485	30485
chr1	180300000	180450000	-0.1193241	ENSMUSG00000104388.1	Gm37033	TEC	promoter	+	180357649	57649
chr1	180300000	180450000	-0.1193241	ENSMUSG00000103123.1	Gm37390	TEC	promoter	+	180372669	72669
chr1	180300000	180450000	-0.1193241	ENSMUSG00000103772.1	Gm36933	TEC	promoter	+	180376444	73556
chr1	180450000	180600000	-0.1172155	ENSMUSG00000053963.7	Stum	protein_coding	promoter	-	180483504	33504
chr1	180450000	180600000	-0.1172155	ENSMUSG00000104210.1	Gm37984	TEC	promoter	-	180477087	27087
chr1	180450000	180600000	-0.1172155	ENSMUSG00000102608.1	Gm37267	lincRNA	promoter	-	180519727	69727
chr1	180450000	180600000	-0.1172155	ENSMUSG00000026496.11	Parp1	protein_coding	promoter	+	180568924	31076
chr1	180450000	180600000	-0.1172155	ENSMUSG00000098926.1	Mir6904	miRNA	promoter	+	180587201	12799
chr1	182550000	182700000	-0.1179272666666666	ENSMUSG00000038599.14	Capn8	protein_coding	promoter	+	182565007	15007
chr1	182550000	182700000	-0.1179272666666666	ENSMUSG00000104376.1	Gm37516	TEC	promoter	+	182679939	20061
chr1	182550000	182700000	-0.1179272666666666	ENSMUSG00000102688.1	Gm37218	lincRNA	promoter	+	182687730	12270
chr1	182850000	183000000	-0.12607185	ENSMUSG00000102291.1	Gm37542	TEC	promoter	+	182907710	57710
chr1	182850000	183000000	-0.12607185	ENSMUSG00000079164.8	Tlr5	protein_coding	promoter	+	182954788	45212
chr1	182850000	183000000	-0.12607185	ENSMUSG00000104367.1	Gm38079	lincRNA	promoter	+	182976276	23724
chr1	187950000	188100000	-0.1110617	ENSMUSG00000103577.1	9330162B11Rik	antisense	promoter	-	188008990	58990
chr1	193200000	193350000	-0.1291947566666666	ENSMUSG00000037318.10	Traf3ip3	protein_coding	promoter	-	193201703	1703
chr1	193200000	193350000	-0.1291947566666666	ENSMUSG00000089683.2	4930570N18Rik	antisense	promoter	+	193203038	3038
chr1	193200000	193350000	-0.1291947566666666	ENSMUSG00000026639.18	Lamb3	protein_coding	promoter	+	193207699	7699
chr1	193200000	193350000	-0.1291947566666666	ENSMUSG00000016194.14	Hsd11b1	protein_coding	promoter	-	193264075	64075
chr1	193200000	193350000	-0.1291947566666666	ENSMUSG00000103089.1	Gm38118	TEC	promoter	-	193261837	61837
chr1	193200000	193350000	-0.1291947566666666	ENSMUSG00000009633.3	G0s2	protein_coding	promoter	-	193273217	73217
