chrom	start	end	ratio_change	gene_id	gene_name	gene_type	overlap_type	strand	tss	distance_to_tss
chr1	50400000	50550000	0.1077805	ENSMUSG00000099941.1	Gm20118	processed_pseudogene	promoter	+	50533030	16970
chr1	85050000	85200000	0.1016606999999999	ENSMUSG00000089976.1	Gm2389	unprocessed_pseudogene	promoter	+	85061154	11154
chr1	85050000	85200000	0.1016606999999999	ENSMUSG00000101279.1	Gm18342	unprocessed_pseudogene	promoter	-	85080236	30236
chr1	85050000	85200000	0.1016606999999999	ENSMUSG00000089844.7	A530032D15Rik	protein_coding	promoter	-	85109853	59853
chr1	85050000	85200000	0.1016606999999999	ENSMUSG00000073631.2	Gm10553	antisense	promoter	+	85099512	49512
chr1	85050000	85200000	0.1016606999999999	ENSMUSG00000072109.11	A530040E14Rik	antisense	promoter	+	85105946	55946
chr1	85050000	85200000	0.1016606999999999	ENSMUSG00000090128.1	Gm16038	unprocessed_pseudogene	promoter	+	85115319	65319
chr1	85050000	85200000	0.1016606999999999	ENSMUSG00000090186.7	Gm7592	unprocessed_pseudogene	promoter	-	85157699	42301
chr1	85050000	85200000	0.1016606999999999	ENSMUSG00000089716.7	Gm6264	transcribed_unprocessed_pseudogene	promoter	+	85159764	40236
chr1	85050000	85200000	0.1016606999999999	ENSMUSG00000118618.1	AC123856.1	transcribed_unprocessed_pseudogene	promoter	+	85199613	387
chr1	85050000	85200000	0.1016606999999999	ENSMUSG00000079457.11	Gm7609	protein_coding	promoter	+	85199613	387
chr1	85200000	85350000	0.1540165666666666	ENSMUSG00000052477.15	C130026I21Rik	protein_coding	promoter	-	85270566	70566
chr1	85200000	85350000	0.1540165666666666	ENSMUSG00000090252.1	Gm16028	antisense	promoter	+	85246851	46851
chr1	85200000	85350000	0.1540165666666666	ENSMUSG00000079455.9	Gm16026	transcribed_unprocessed_pseudogene	promoter	+	85266698	66698
chr1	85200000	85350000	0.1540165666666666	ENSMUSG00000091199.10	Gm2619	processed_transcript	promoter	-	85327285	22715
chr1	85200000	85350000	0.1540165666666666	ENSMUSG00000089652.1	Gm16025	lincRNA	promoter	+	85326729	23271
chr1	85200000	85350000	0.1540165666666666	ENSMUSG00000089937.1	Gm7281	unprocessed_pseudogene	promoter	-	85342086	7914
chr1	94050000	94200000	0.1015503166666666	ENSMUSG00000026285.7	Pdcd1	protein_coding	promoter	-	94052553	2553
chr1	94050000	94200000	0.1015503166666666	ENSMUSG00000100990.1	Gm7891	processed_pseudogene	promoter	+	94204417	4417
chr1	94200000	94350000	0.1200015483333333	ENSMUSG00000100990.1	Gm7891	processed_pseudogene	promoter	+	94204417	4417
chr1	94500000	94650000	0.1002713666666666	ENSMUSG00000077413.1	Gm23389	snoRNA	promoter	-	94615704	34296
chr1	95400000	95550000	0.1314471333333333	ENSMUSG00000081051.4	Gm15427	processed_pseudogene	promoter	+	95498621	51379
chr1	96600000	96750000	0.1091897999999999	ENSMUSG00000100589.1	4930533P14Rik	lincRNA	promoter	-	96662573	62573
chr1	96600000	96750000	0.1091897999999999	ENSMUSG00000095610.1	Gm26245	snRNA	promoter	+	96617099	17099
chr1	96600000	96750000	0.1091897999999999	ENSMUSG00000100362.1	Gm1833	processed_pseudogene	promoter	+	96645420	45420
chr1	97050000	97200000	0.1171577	ENSMUSG00000026331.13	Slco6c1	protein_coding	promoter	-	97128301	71699
chr1	97050000	97200000	0.1171577	ENSMUSG00000100484.1	Gm7133	unprocessed_pseudogene	promoter	+	97162860	37140
chr1	97200000	97350000	0.1925367333333333	ENSMUSG00000101348.6	Gm7135	transcribed_unprocessed_pseudogene	promoter	+	97346475	3525
chr1	98250000	98400000	0.1269204333333333	ENSMUSG00000097608.1	Gm7952	processed_pseudogene	promoter	+	98263523	13523
chr1	98250000	98400000	0.1269204333333333	ENSMUSG00000099634.1	Gm29462	processed_pseudogene	promoter	+	98267151	17151
chr1	98400000	98550000	0.1465812666666666	ENSMUSG00000026336.13	Slco6d1	protein_coding	promoter	+	98421124	21124
chr1	98400000	98550000	0.1465812666666666	ENSMUSG00000089791.1	Gm3555	processed_pseudogene	promoter	+	98457768	57768
chr1	98400000	98550000	0.1465812666666666	ENSMUSG00000096193.1	Gm26134	miRNA	promoter	+	98549451	549
chr1	99000000	99150000	0.1043549333333333	ENSMUSG00000087804.1	Gm23434	snRNA	promoter	+	99017364	17364
chr1	101700000	101850000	0.1293241666666666	ENSMUSG00000100065.1	Gm18969	processed_pseudogene	promoter	-	101754543	54543
chr1	101850000	102000000	0.1424181533333333	ENSMUSG00000100349.1	Gm28188	processed_pseudogene	promoter	-	101880741	30741
chr1	101850000	102000000	0.1424181533333333	ENSMUSG00000099375.1	Gm28187	lincRNA	promoter	-	101895091	45091
chr1	102000000	102150000	0.1132504293333333	ENSMUSG00000077295.1	Gm24122	snoRNA	promoter	-	102106580	43420
chr1	102450000	102600000	0.1067127033333333	ENSMUSG00000099989.1	Gm20281	processed_pseudogene	promoter	-	102458922	8922
chr1	102900000	103050000	0.1768596333333333	ENSMUSG00000087908.1	Gm22034	snoRNA	promoter	-	102953548	53548
chr1	103650000	103800000	0.1002754766666666	ENSMUSG00000102325.1	Gm37789	TEC	promoter	+	103724345	74345
chr1	106950000	107100000	0.1050974666666666	ENSMUSG00000048775.10	Serpinb13	protein_coding	promoter	+	106980984	30984
chr1	106950000	107100000	0.1050974666666666	ENSMUSG00000084228.1	Gm8080	unprocessed_pseudogene	promoter	-	107025325	74675
chr1	106950000	107100000	0.1050974666666666	ENSMUSG00000044594.14	Serpinb3a	protein_coding	promoter	-	107052303	47697
chr1	106950000	107100000	0.1050974666666666	ENSMUSG00000058017.6	Serpinb3d	protein_coding	promoter	-	107083506	16494
chr1	107100000	107250000	0.2840108533333333	ENSMUSG00000083884.1	Gm15388	processed_pseudogene	promoter	-	107138569	38569
chr1	107100000	107250000	0.2840108533333333	ENSMUSG00000080729.1	Gm8084	unprocessed_pseudogene	promoter	-	107193557	56443
chr1	107250000	107400000	0.1077760333333333	ENSMUSG00000073602.10	Serpinb3b	protein_coding	promoter	-	107278361	28361
chr1	107250000	107400000	0.1077760333333333	ENSMUSG00000081114.1	Gm15390	processed_pseudogene	promoter	-	107254290	4290
chr1	107250000	107400000	0.1077760333333333	ENSMUSG00000073601.2	Serpinb3c	protein_coding	promoter	-	107278371	28371
chr1	107250000	107400000	0.1077760333333333	ENSMUSG00000084189.1	Gm8089	unprocessed_pseudogene	promoter	-	107302354	52354
chr1	107250000	107400000	0.1077760333333333	ENSMUSG00000026327.8	Serpinb11	protein_coding	promoter	+	107361198	38802
chr1	107250000	107400000	0.1077760333333333	ENSMUSG00000087210.1	Gm15391	lincRNA	promoter	-	107387412	12588
chr1	107250000	107400000	0.1077760333333333	ENSMUSG00000067001.11	Serpinb7	protein_coding	promoter	+	107399655	345
chr1	108600000	108750000	0.1013137333333333	ENSMUSG00000101231.1	Gm28283	processed_pseudogene	promoter	-	108612514	12514
chr1	109500000	109650000	0.106062	ENSMUSG00000100884.1	Gm28281	processed_pseudogene	promoter	-	109575129	74871
chr1	109500000	109650000	0.106062	ENSMUSG00000089037.1	Gm22159	snoRNA	promoter	-	109623137	26863
chr1	109650000	109800000	0.1194327666666666	ENSMUSG00000084741.1	Gm25293	misc_RNA	promoter	+	109804760	4760
chr1	110550000	110700000	0.1133702333333333	ENSMUSG00000099926.1	Gm6693	processed_pseudogene	promoter	+	110600021	50021
chr1	111300000	111450000	0.16132916	ENSMUSG00000101253.1	Gm29088	lincRNA	promoter	-	111446645	3355
chr1	111300000	111450000	0.16132916	ENSMUSG00000101846.1	Gm19927	processed_pseudogene	promoter	+	111385918	64082
chr1	111450000	111600000	0.1200429666666666	ENSMUSG00000101253.1	Gm29088	lincRNA	promoter	-	111446645	3355
chr1	116700000	116850000	0.1514355866666666	ENSMUSG00000094429.2	Gm19965	protein_coding	promoter	+	116802983	47017
chr1	117600000	117750000	0.3043347666666666	ENSMUSG00000107979.1	Zfp813-ps	lincRNA	promoter	+	117603878	3878
chr1	117600000	117750000	0.3043347666666666	ENSMUSG00000101373.2	Zfp813-ps	processed_pseudogene	promoter	+	117625522	25522
chr1	117600000	117750000	0.3043347666666666	ENSMUSG00000099615.1	Gm28362	unprocessed_pseudogene	promoter	+	117662291	62291
chr1	117600000	117750000	0.3043347666666666	ENSMUSG00000100265.1	Gm28363	protein_coding	promoter	+	117697131	52869
chr1	117600000	117750000	0.3043347666666666	ENSMUSG00000100527.1	Gm28359	unprocessed_pseudogene	promoter	+	117741367	8633
chr1	117750000	117900000	0.2773622043333333	ENSMUSG00000099571.1	Gm18182	unprocessed_pseudogene	promoter	-	117751372	1372
chr1	117750000	117900000	0.2773622043333333	ENSMUSG00000101303.1	B020011L13Rik	protein_coding	promoter	+	117781133	31133
chr1	117750000	117900000	0.2773622043333333	ENSMUSG00000100305.1	Gm28360	protein_coding	promoter	+	117830081	69919
chr1	117750000	117900000	0.2773622043333333	ENSMUSG00000099534.1	Gm28169	processed_pseudogene	promoter	+	117842962	57038
chr1	117750000	117900000	0.2773622043333333	ENSMUSG00000100886.1	Gm7195	unprocessed_pseudogene	promoter	+	117868522	31478
chr1	117900000	118050000	0.3110669000000001	ENSMUSG00000101415.1	Gm28168	protein_coding	promoter	+	117928015	28015
chr1	117900000	118050000	0.3110669000000001	ENSMUSG00000100617.1	Gm7145	protein_coding	promoter	+	117965939	65939
chr1	117900000	118050000	0.3110669000000001	ENSMUSG00000100703.6	Gm28358	transcribed_unprocessed_pseudogene	promoter	+	118008769	41231
chr1	117900000	118050000	0.3110669000000001	ENSMUSG00000100177.1	Gm29489	unprocessed_pseudogene	promoter	+	118030315	19685
chr1	117900000	118050000	0.3110669000000001	ENSMUSG00000101363.1	Gm29490	processed_pseudogene	promoter	+	118040649	9351
chr1	118050000	118200000	0.2474735333333333	ENSMUSG00000101590.1	Gm29104	unprocessed_pseudogene	promoter	+	118064118	14118
chr1	118050000	118200000	0.2474735333333333	ENSMUSG00000102030.1	Gm29106	protein_coding	promoter	+	118176542	23458
chr1	118200000	118350000	0.1318167513333333	ENSMUSG00000099870.1	Gm7200	processed_pseudogene	promoter	+	118249863	49863
chr1	118200000	118350000	0.1318167513333333	ENSMUSG00000026374.14	Tsn	protein_coding	promoter	-	118311739	38261
chr1	118200000	118350000	0.1318167513333333	ENSMUSG00000026377.12	Nifk	protein_coding	promoter	+	118321839	28161
chr1	139950000	140100000	0.1339755	ENSMUSG00000085867.1	Gm5834	unprocessed_pseudogene	promoter	-	139994205	44205
chr1	139950000	140100000	0.1339755	ENSMUSG00000102905.1	Gm38266	processed_pseudogene	promoter	+	140000549	50549
chr1	139950000	140100000	0.1339755	ENSMUSG00000087930.1	Gm26048	snoRNA	promoter	+	140003825	53825
chr1	139950000	140100000	0.1339755	ENSMUSG00000103691.1	Gm38019	processed_pseudogene	promoter	-	140049029	50971
chr1	141450000	141600000	0.1249786	ENSMUSG00000103858.1	Gm37604	TEC	promoter	+	141546206	53794
chr1	142350000	142500000	0.1261712333333333	ENSMUSG00000099671.2	Gm18183	processed_pseudogene	promoter	-	142455814	44186
chr1	142650000	142800000	0.1353457233333333	ENSMUSG00000103890.1	Gm28724	processed_pseudogene	promoter	+	142722856	72856
chr1	142650000	142800000	0.1353457233333333	ENSMUSG00000101909.2	Gm28724	processed_pseudogene	promoter	+	142723147	73147
chr1	142650000	142800000	0.1353457233333333	ENSMUSG00000102818.1	Gm37796	TEC	promoter	+	142755193	44807
chr1	142950000	143100000	0.1045073	ENSMUSG00000101795.2	Gm5835	processed_pseudogene	promoter	-	143094616	5384
chr1	146700000	146850000	0.1137170333333333	ENSMUSG00000080078.2	Gm15583	processed_pseudogene	promoter	+	146725581	25581
chr1	146700000	146850000	0.1137170333333333	ENSMUSG00000087627.2	A230059L01Rik	processed_transcript	promoter	-	146807340	42660
chr1	146700000	146850000	0.1137170333333333	ENSMUSG00000085822.2	Gm15584	antisense	promoter	-	146841696	8304
chr10	3150000	3300000	0.1433534666666666	ENSMUSG00000111625.1	Gm48097	processed_pseudogene	promoter	+	3176020	26020
chr10	3150000	3300000	0.1433534666666666	ENSMUSG00000110787.1	Gm6667	unprocessed_pseudogene	promoter	-	3235033	64967
chr10	3150000	3300000	0.1433534666666666	ENSMUSG00000091618.3	H60c	protein_coding	promoter	-	3267771	32229
chr10	3150000	3300000	0.1433534666666666	ENSMUSG00000111114.1	Gm18703	processed_pseudogene	promoter	+	3303049	3049
chr10	6300000	6450000	0.1199331	ENSMUSG00000112179.1	Gm3213	processed_pseudogene	promoter	+	6367676	67676
chr10	6300000	6450000	0.1199331	ENSMUSG00000112312.1	Gm47755	processed_pseudogene	promoter	+	6422698	27302
chr10	11250000	11400000	0.1022723	ENSMUSG00000097007.3	4930432B10Rik	bidirectional_promoter_lncRNA	promoter	-	11281221	31221
chr10	11250000	11400000	0.1022723	ENSMUSG00000047648.13	Fbxo30	protein_coding	promoter	+	11281330	31330
chr10	11250000	11400000	0.1022723	ENSMUSG00000111983.1	Gm48666	processed_pseudogene	promoter	-	11330415	69585
chr10	11250000	11400000	0.1022723	ENSMUSG00000087802.1	Gm25979	snoRNA	promoter	-	11330626	69374
chr10	11250000	11400000	0.1022723	ENSMUSG00000055493.4	Epm2a	protein_coding	promoter	+	11343404	56596
chr10	11250000	11400000	0.1022723	ENSMUSG00000090242.1	Rpl17-ps11	processed_pseudogene	promoter	-	11387603	12397
chr10	11400000	11550000	0.1392710666666666	ENSMUSG00000111949.1	Gm48679	processed_pseudogene	promoter	+	11505296	44704
chr10	11550000	11700000	0.1282608	ENSMUSG00000112151.1	Gm48680	lincRNA	promoter	+	11580086	30086
chr10	11550000	11700000	0.1282608	ENSMUSG00000045455.8	Gm9797	transcribed_processed_pseudogene	promoter	+	11609223	59223
chr10	11550000	11700000	0.1282608	ENSMUSG00000077539.1	Gm22546	snoRNA	promoter	+	11648005	51995
chr10	15000000	15150000	0.1126040533333333	ENSMUSG00000112475.1	Gm47703	processed_pseudogene	promoter	+	15135903	14097
chr10	15150000	15300000	0.1082266533333333	ENSMUSG00000112177.1	Gm18188	processed_pseudogene	promoter	-	15228048	71952
chr10	15150000	15300000	0.1082266533333333	ENSMUSG00000112928.1	Gm47710	lincRNA	promoter	+	15300231	231
chr10	15600000	15750000	0.1186863433333333	ENSMUSG00000112089.1	Gm47712	lincRNA	promoter	+	15600227	227
chr10	15600000	15750000	0.1186863433333333	ENSMUSG00000112335.1	Gm46188	processed_pseudogene	promoter	+	15670924	70924
chr10	15600000	15750000	0.1186863433333333	ENSMUSG00000111963.1	Gm32283	lincRNA	promoter	-	15738822	11178
chr10	26550000	26700000	0.1113842046666666	ENSMUSG00000111882.2	Gm48864	unitary_pseudogene	promoter	+	26610747	60747
chr10	26550000	26700000	0.1113842046666666	ENSMUSG00000098179.1	Gm8709	processed_pseudogene	promoter	-	26674612	25388
chr10	26550000	26700000	0.1113842046666666	ENSMUSG00000111950.1	Gm48893	lincRNA	promoter	+	26695574	4426
chr10	27750000	27900000	0.1197754666666666	ENSMUSG00000112206.1	Gm30228	lincRNA	promoter	-	27809624	59624
chr10	27750000	27900000	0.1197754666666666	ENSMUSG00000112703.1	Gm18041	processed_pseudogene	promoter	+	27778274	28274
chr10	27750000	27900000	0.1197754666666666	ENSMUSG00000112786.1	Gm47696	processed_pseudogene	promoter	-	27784643	34643
chr10	27750000	27900000	0.1197754666666666	ENSMUSG00000112620.1	Gm18972	processed_pseudogene	promoter	+	27870091	29909
chr10	30450000	30600000	0.1036327433333333	ENSMUSG00000094452.1	Gm22623	snRNA	promoter	+	30493942	43942
chr10	30450000	30600000	0.1036327433333333	ENSMUSG00000111397.1	Gm48232	TEC	promoter	-	30514123	64123
chr10	30450000	30600000	0.1036327433333333	ENSMUSG00000111211.1	Gm48233	TEC	promoter	-	30532030	67970
chr10	31800000	31950000	0.1070429666666666	ENSMUSG00000112866.1	Gm47704	TEC	promoter	+	31867912	67912
chr10	32250000	32400000	0.1300128	ENSMUSG00000112367.1	A230081H15Rik	TEC	promoter	-	32266539	16539
chr10	32250000	32400000	0.1300128	ENSMUSG00000112409.1	C030006N10Rik	TEC	promoter	-	32279693	29693
chr10	32250000	32400000	0.1300128	ENSMUSG00000112511.1	Gm18704	unprocessed_pseudogene	promoter	-	32370292	29708
chr10	32400000	32550000	0.1238642	ENSMUSG00000112075.1	Gm47700	TEC	promoter	-	32486999	63001
chr10	33000000	33150000	0.1088533766666667	ENSMUSG00000019787.9	Trdn	protein_coding	promoter	+	33080554	69446
chr10	33150000	33300000	0.1042057333333333	ENSMUSG00000112897.1	Gm47831	TEC	promoter	+	33171710	21710
chr10	33150000	33300000	0.1042057333333333	ENSMUSG00000112182.1	Gm47845	processed_pseudogene	promoter	+	33211085	61085
chr10	33150000	33300000	0.1042057333333333	ENSMUSG00000112707.1	D830005E20Rik	antisense	promoter	-	33256418	43582
chr10	33300000	33450000	0.1027628	ENSMUSG00000112692.1	Gm19073	processed_pseudogene	promoter	-	33300678	678
chr10	33300000	33450000	0.1027628	ENSMUSG00000112855.1	Gm47842	processed_pseudogene	promoter	-	33327775	27775
chr10	33300000	33450000	0.1027628	ENSMUSG00000112521.1	Gm29884	processed_pseudogene	promoter	+	33412076	37924
chr10	33300000	33450000	0.1027628	ENSMUSG00000111958.1	Gm47844	processed_pseudogene	promoter	-	33436853	13147
