gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Nt5dc3,chr10,86774005,86784005,59.17502385188143,59.17502385188143,1.0,intermediate
Anks1b,chr10,89868509,89878509,10.671971504543224,10.671971504543224,1.0,intermediate
Tmpo,chr10,91176315,91186315,43.195938125958044,43.195938125958044,1.0,intermediate
Nedd1,chr10,92717420,92727420,13.940955125043788,13.940955125043788,1.0,intermediate
Lta4h,chr10,93448411,93458411,41.0472221411417,41.0472221411417,1.0,intermediate
Btg1,chr10,96612006,96622006,41.64212070004145,41.64212070004145,1.0,intermediate
Dusp6,chr10,99258231,99268231,67.88306495843729,67.88306495843729,1.0,intermediate
Bbs10,chr10,111293679,111303679,29.04495203744173,29.04495203744173,1.0,intermediate
Tmem19,chr10,115357501,115367501,20.530132737701138,20.530132737701138,1.0,intermediate
Nup107,chr10,117787705,117797705,21.356767151743174,21.356767151743174,1.0,intermediate
Dyrk2,chr10,118865209,118875209,17.326853766673803,17.326853766673803,1.0,intermediate
Cand1,chr10,119235055,119245055,85.6096634754936,85.6096634754936,1.0,intermediate
Rxylt1,chr10,122092371,122102371,27.97095769139131,27.97095769139131,1.0,intermediate
Marchf9,chr10,127055184,127065184,43.349720841264734,43.349720841264734,1.0,intermediate
Cdk4,chr10,127058534,127068534,42.27476926467617,42.27476926467617,1.0,intermediate
B4galnt1,chr10,127160225,127170225,14.053390379498405,14.053390379498405,1.0,intermediate
Mbd6,chr10,127284018,127294018,46.993664663372435,46.993664663372435,1.0,intermediate
Ddit3,chr10,127285829,127295829,47.045044612444435,47.045044612444435,1.0,intermediate
Mars1,chr10,127306786,127316786,15.968952630587419,15.968952630587419,1.0,intermediate
Ndufa4l2,chr10,127509967,127519967,25.61780376554132,25.61780376554132,1.0,intermediate
Nab2,chr10,127663568,127673568,32.013830872819824,32.013830872819824,1.0,intermediate
Nemp1,chr10,127661901,127671901,36.985925486352045,36.985925486352045,1.0,intermediate
Cs,chr10,128332734,128342734,21.617181559656064,21.617181559656064,1.0,intermediate
Coq10a,chr10,128363997,128373997,18.094656581209104,18.094656581209104,1.0,intermediate
Mir8105,chr10,128453680,128463680,13.96567049886783,13.96567049886783,1.0,intermediate
Smarcc2,chr10,128454248,128464248,13.633492937294642,13.633492937294642,1.0,intermediate
Zc3h10,chr10,128542774,128552774,32.826160951129594,32.826160951129594,1.0,intermediate
Rpl41,chr10,128544305,128554305,32.55293137349685,32.55293137349685,1.0,intermediate
Rab5b,chr10,128691264,128701264,69.9458436192016,69.9458436192016,1.0,intermediate
Sarnp,chr10,128812333,128822333,33.33069281500777,33.33069281500777,1.0,intermediate
