gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Rab5a,chr17,53474234,53484234,29.554316825727614,29.554316825727614,1.0,intermediate
Sgo1,chr17,53684333,53694333,32.05334899209638,32.05334899209638,1.0,intermediate
Zfp119a,chr17,55873930,55883930,12.001879607051611,12.001879607051611,1.0,intermediate
Zfp959,chr17,55887093,55897093,11.349889891020458,11.349889891020458,1.0,intermediate
Chaf1a,chr17,56035439,56045439,24.335431464832027,24.335431464832027,1.0,intermediate
Ubxn6,chr17,56070028,56080028,181.9169453243196,181.9169453243196,1.0,intermediate
Hdgfl2,chr17,56074634,56084634,183.36515942096312,183.36515942096312,1.0,intermediate
Lrg1,chr17,56117001,56127001,11.576445999767385,11.576445999767385,1.0,intermediate
Kdm4b,chr17,56321062,56331062,69.54140510675909,69.54140510675909,1.0,intermediate
Znrf4,chr17,56507431,56517431,18.929592678846916,18.929592678846916,1.0,intermediate
Ranbp3,chr17,56668294,56678294,37.341065959604585,37.341065959604585,1.0,intermediate
Vmac,chr17,56713022,56723022,42.87446633501252,42.87446633501252,1.0,intermediate
Dus3l,chr17,56759757,56769757,25.738910348788902,25.738910348788902,1.0,intermediate
Rfx2,chr17,56826013,56836013,24.986717020628845,24.986717020628845,1.0,intermediate
Gtf2f1,chr17,57006288,57016288,35.91891543125709,35.91891543125709,1.0,intermediate
Khsrp,chr17,57026522,57036522,205.35411727807127,205.35411727807127,1.0,intermediate
Slc25a23,chr17,57054863,57064863,27.660304314198097,27.660304314198097,1.0,intermediate
Efna5,chr17,62876317,62886317,20.884407813020548,20.884407813020548,1.0,intermediate
Fer,chr17,63858062,63868062,23.083234387999777,23.083234387999777,1.0,intermediate
Pja2,chr17,64326916,64336916,88.45296990154186,88.45296990154186,1.0,intermediate
Ralbp1,chr17,65880798,65890798,45.98998728891015,45.98998728891015,1.0,intermediate
Lama1,chr17,67692259,67702259,11.72079635441701,11.72079635441701,1.0,intermediate
Ndc80,chr17,71521857,71531857,18.675055324604113,18.675055324604113,1.0,intermediate
Ypel5,chr17,72831453,72841453,54.20071954090397,54.20071954090397,1.0,intermediate
Ehd3,chr17,73799134,73809134,14.796078845381738,14.796078845381738,1.0,intermediate
Yipf4,chr17,74484493,74494493,11.900217353898286,11.900217353898286,1.0,intermediate
Birc6,chr17,74523295,74533295,60.992868522713586,60.992868522713586,1.0,intermediate
Fam98a,chr17,75546946,75556946,37.4293940842847,37.4293940842847,1.0,intermediate
Cebpz,chr17,78932066,78942066,18.054014740703504,18.054014740703504,1.0,intermediate
Srsf7,chr17,80202307,80212307,18.277722339075805,18.277722339075805,1.0,intermediate
Slc8a1,chr17,81733377,81743377,3.651902875302236,3.651902875302236,1.0,intermediate
Cox7a2l,chr17,83512330,83522330,41.30112057777246,41.30112057777246,1.0,intermediate
Mta3,chr17,83701163,83711163,9.08007771180868,9.08007771180868,1.0,intermediate
Lrpprc,chr17,84785789,84795789,40.1123917312632,40.1123917312632,1.0,intermediate
Ppm1b,chr17,84951741,84961741,183.21423151710232,183.21423151710232,1.0,intermediate
Rhoq,chr17,86958082,86968082,50.41354810305038,50.41354810305038,1.0,intermediate
Ppp1r21,chr17,88525118,88535118,22.092055911040305,22.092055911040305,1.0,intermediate
Mettl4,chr17,94745019,94755019,20.826214129851262,20.826214129851262,1.0,intermediate
