gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Parp6,chr9,59612284,59622284,22.071866593223813,22.071866593223813,1.0,intermediate
Myo9a,chr9,59745896,59755896,28.432346478571493,28.432346478571493,1.0,intermediate
Thsd4,chr9,60517046,60527046,9.092390586815277,9.092390586815277,1.0,intermediate
Tle3,chr9,61367366,61377366,75.27773118601243,75.27773118601243,1.0,intermediate
Rplp1,chr9,61909542,61919542,21.223151108346382,21.223151108346382,1.0,intermediate
Mir5133,chr9,62117594,62127594,37.87299950811267,37.87299950811267,1.0,intermediate
Fem1b,chr9,62806934,62816934,14.737365113238491,14.737365113238491,1.0,intermediate
Smad3,chr9,63752994,63762994,29.189565838158128,29.189565838158128,1.0,intermediate
Snapc5,chr9,64174274,64184274,16.731392459996542,16.731392459996542,1.0,intermediate
Rab11a,chr9,64732758,64742758,22.516668397794167,22.516668397794167,1.0,intermediate
Dennd4a,chr9,64806340,64816340,30.25404067119956,30.25404067119956,1.0,intermediate
Fam81a,chr9,70137560,70147560,11.99493643136819,11.99493643136819,1.0,intermediate
Mns1,chr9,72433011,72443011,12.262575435070197,12.262575435070197,1.0,intermediate
Rsl24d1,chr9,73108426,73118426,12.45024687462648,12.45024687462648,1.0,intermediate
Scg3,chr9,75679056,75689056,12.586515625703333,12.586515625703333,1.0,intermediate
Elovl5,chr9,77912364,77922364,24.009920638263225,24.009920638263225,1.0,intermediate
C920006O11Rik,chr9,78170914,78180914,35.23808245344161,35.23808245344161,1.0,intermediate
Slc17a5,chr9,78583041,78593041,14.833915643579763,14.833915643579763,1.0,intermediate
Tmem30a,chr9,79788507,79798507,21.2641621048669,21.2641621048669,1.0,intermediate
Phip,chr9,82970516,82980516,29.294796666584414,29.294796666584414,1.0,intermediate
9330159M07Rik,chr9,88853870,88863870,8.367371665726106,8.367371665726106,1.0,intermediate
Minar1,chr9,89618125,89628125,8.908035340925059,8.908035340925059,1.0,intermediate
Morf4l1,chr9,90109774,90119774,21.802170262084402,21.802170262084402,1.0,intermediate
Slc25a36,chr9,97106157,97116157,23.417488450761635,23.417488450761635,1.0,intermediate
Stag1,chr9,100592798,100602798,7.092915850611528,7.092915850611528,1.0,intermediate
Ephb1,chr9,102349693,102359693,28.426059601887065,28.426059601887065,1.0,intermediate
Cdv3,chr9,103360840,103370840,80.66069560531776,80.66069560531776,1.0,intermediate
Nphp3,chr9,103997544,104007544,100.4931145196994,100.4931145196994,1.0,intermediate
Uba5,chr9,104058134,104068134,21.292635824306803,21.292635824306803,1.0,intermediate
Dnajc13,chr9,104257930,104267930,23.92391508123279,23.92391508123279,1.0,intermediate
Nek11,chr9,105390524,105400524,15.831711150489253,15.831711150489253,1.0,intermediate
Glyctk,chr9,106153138,106163138,28.74891495074233,28.74891495074233,1.0,intermediate
Alas1,chr9,106243654,106253654,20.291173774594068,20.291173774594068,1.0,intermediate
Abhd14a,chr9,106442678,106452678,22.86559424291849,22.86559424291849,1.0,intermediate
Rrp9,chr9,106470963,106480963,62.705976864031946,62.705976864031946,1.0,intermediate
Manf,chr9,106886979,106896979,43.63611757632692,43.63611757632692,1.0,intermediate
Rbm15b,chr9,106882428,106892428,43.00126991538604,43.00126991538604,1.0,intermediate
Ifrd2,chr9,107582642,107592642,30.028412426515416,30.028412426515416,1.0,intermediate
Inka1,chr9,107980879,107990879,15.656782576411961,15.656782576411961,1.0,intermediate
Ip6k1,chr9,107997501,108007501,18.29345586554607,18.29345586554607,1.0,intermediate
Tcta,chr9,108301160,108311160,48.499394186268255,48.499394186268255,1.0,intermediate
Usp19,chr9,108485602,108495602,31.380305109957856,31.380305109957856,1.0,intermediate
Celsr3,chr9,108821320,108831320,14.430222326080004,14.430222326080004,1.0,intermediate
Slc26a6,chr9,108848283,108858283,25.705382132291792,25.705382132291792,1.0,intermediate
Uqcrc1,chr9,108931633,108941633,12.685032067958515,12.685032067958515,1.0,intermediate
Plxnb1,chr9,109090389,109100389,51.96631184263429,51.96631184263429,1.0,intermediate
Cdc25a,chr9,109870579,109880579,26.74959738685092,26.74959738685092,1.0,intermediate
Scap,chr9,110328288,110338288,16.123325152891876,16.123325152891876,1.0,intermediate
Ptpn23,chr9,110403213,110413213,27.086384600220125,27.086384600220125,1.0,intermediate
Nbeal2,chr9,110649161,110659161,34.637730549024546,34.637730549024546,1.0,intermediate
Ccdc12,chr9,110651503,110661503,34.9228529358546,34.9228529358546,1.0,intermediate
Mlh1,chr9,111266791,111276791,52.75375429870288,52.75375429870288,1.0,intermediate
Arpp21,chr9,112230938,112240938,10.755184971274934,10.755184971274934,1.0,intermediate
Clasp2,chr9,113736473,113746473,16.500856081525484,16.500856081525484,1.0,intermediate
4930520O04Rik,chr9,114363303,114373303,8.640093242837985,8.640093242837985,1.0,intermediate
Dync1li1,chr9,114683790,114693790,20.35076598315438,20.35076598315438,1.0,intermediate
Gpd1l,chr9,114928987,114938987,51.083577678889036,51.083577678889036,1.0,intermediate
Tgfbr2,chr9,116170360,116180360,17.044013883004585,17.044013883004585,1.0,intermediate
Azi2,chr9,118035499,118045499,34.92233489248753,34.92233489248753,1.0,intermediate
Acaa1a,chr9,119334676,119344676,30.934004935791098,30.934004935791098,1.0,intermediate
Csrnp1,chr9,119979658,119989658,29.0038036340038,29.0038036340038,1.0,intermediate
Nktr,chr9,121714169,121724169,21.827182909599937,21.827182909599937,1.0,intermediate
Ano10,chr9,122289423,122299423,32.084257369756706,32.084257369756706,1.0,intermediate
Sacm1l,chr9,123524759,123534759,50.26514203400413,50.26514203400413,1.0,intermediate
