gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Cfap99,chr5,34283600,34293600,11.332458416998387,11.332458416998387,1.0,intermediate
Grk4,chr5,34655379,34665379,47.75447458595634,47.75447458595634,1.0,intermediate
Adra2c,chr5,35273319,35283319,7.923000978628795,7.923000978628795,1.0,intermediate
Grpel1,chr5,36459998,36469998,50.529185711616286,50.529185711616286,1.0,intermediate
Tada2b,chr5,36479285,36489285,27.65234397475918,27.65234397475918,1.0,intermediate
Msx1,chr5,37819583,37829583,14.16693041281104,14.16693041281104,1.0,intermediate
Med28,chr5,45515229,45525229,9.85229389802416,9.85229389802416,1.0,intermediate
Slit2,chr5,47978138,47988138,11.125289477906625,11.125289477906625,1.0,intermediate
Nfxl1,chr5,72554684,72564684,18.945041998547314,18.945041998547314,1.0,intermediate
Kit,chr5,75569916,75579916,18.38717858526905,18.38717858526905,1.0,intermediate
Kdr,chr5,75973458,75983458,11.324707688564061,11.324707688564061,1.0,intermediate
Srd5a3,chr5,76135271,76145271,20.616173214262727,20.616173214262727,1.0,intermediate
Ppat,chr5,76946578,76956578,32.33640821814139,32.33640821814139,1.0,intermediate
Polr2b,chr5,77305147,77315147,38.31452756263415,38.31452756263415,1.0,intermediate
Igfbp7,chr5,77403041,77413041,5.901403664098183,5.901403664098183,1.0,intermediate
Uba6,chr5,86167803,86177803,16.376753654698533,16.376753654698533,1.0,intermediate
Utp3,chr5,88549462,88559462,18.817541745255394,18.817541745255394,1.0,intermediate
Thap6,chr5,91957389,91967389,24.199627493476868,24.199627493476868,1.0,intermediate
Cdkl2,chr5,92038883,92048883,9.442520221722125,9.442520221722125,1.0,intermediate
Ccni,chr5,93201495,93211495,24.400965590755145,24.400965590755145,1.0,intermediate
Ccng2,chr5,93262257,93272257,36.82303158513506,36.82303158513506,1.0,intermediate
Bmp3,chr5,98849415,98859415,8.474913414438566,8.474913414438566,1.0,intermediate
5430416N02Rik,chr5,100424535,100434535,22.447243900209667,22.447243900209667,1.0,intermediate
Cops4,chr5,100513309,100523309,24.95184613149365,24.95184613149365,1.0,intermediate
Nudt9,chr5,104041306,104051306,24.61432317319314,24.61432317319314,1.0,intermediate
Tgfbr3,chr5,107284629,107294629,13.343145401702328,13.343145401702328,1.0,intermediate
Tmed5,chr5,108127620,108137620,35.25642308833201,35.25642308833201,1.0,intermediate
Crlf2,chr5,109553993,109563993,125.86183051841856,125.86183051841856,1.0,intermediate
Plcxd1,chr5,110094969,110104969,16.761528118300436,16.761528118300436,1.0,intermediate
Gtpbp6,chr5,110103197,110113197,26.102408932642145,26.102408932642145,1.0,intermediate
Gm15559,chr5,110765949,110775949,47.84635445573926,47.84635445573926,1.0,intermediate
Mn1,chr5,111412362,111422362,23.522870587962867,23.522870587962867,1.0,intermediate
Tpst2,chr5,112271691,112281691,49.46703077229162,49.46703077229162,1.0,intermediate
Sgsm1,chr5,113305786,113315786,18.070600649279353,18.070600649279353,1.0,intermediate
Wscd2,chr5,113485333,113495333,13.021460841339826,13.021460841339826,1.0,intermediate
Mvk,chr5,114439269,114449269,42.45981892778477,42.45981892778477,1.0,intermediate
Fam222a,chr5,114563016,114573016,39.00071548107267,39.00071548107267,1.0,intermediate
1500011B03Rik,chr5,114818468,114828468,14.968845520871879,14.968845520871879,1.0,intermediate
Mlec,chr5,115153179,115163179,48.57697524840038,48.57697524840038,1.0,intermediate
Gm13830,chr5,115296120,115306120,24.206410136669874,24.206410136669874,1.0,intermediate
Rplp0,chr5,115554467,115564467,22.030918293648956,22.030918293648956,1.0,intermediate
Bicdl1,chr5,115726621,115736621,10.08158277170658,10.08158277170658,1.0,intermediate
Taok3,chr5,117115129,117125129,24.496095007644097,24.496095007644097,1.0,intermediate
Rfc5,chr5,117384047,117394047,10.792740415219464,10.792740415219464,1.0,intermediate
Ksr2,chr5,117409000,117419000,7.1194592330455775,7.1194592330455775,1.0,intermediate
Rnft2,chr5,118240116,118250116,29.39666254822215,29.39666254822215,1.0,intermediate
Tbx3,chr5,119665669,119675669,11.123090582329034,11.123090582329034,1.0,intermediate
Rita1,chr5,120607589,120617589,91.76729062339864,91.76729062339864,1.0,intermediate
Rad9b,chr5,122349233,122359233,15.087727808072168,15.087727808072168,1.0,intermediate
Gpn3,chr5,122366876,122376876,18.37503469385902,18.37503469385902,1.0,intermediate
Camkk2,chr5,122774409,122784409,15.789202325761318,15.789202325761318,1.0,intermediate
Vps33a,chr5,123568038,123578038,11.189588810620705,11.189588810620705,1.0,intermediate
Ccdc62,chr5,123925679,123935679,13.828090276589,13.828090276589,1.0,intermediate
Abcb9,chr5,124090798,124100798,24.097729196840522,24.097729196840522,1.0,intermediate
Ogfod2,chr5,124107297,124117297,54.79264387265047,54.79264387265047,1.0,intermediate
Arl6ip4,chr5,124111089,124121089,60.497165647075576,60.497165647075576,1.0,intermediate
Sbno1,chr5,124421001,124431001,24.00435610089501,24.00435610089501,1.0,intermediate
Dnah10,chr5,124720085,124730085,8.711153551916281,8.711153551916281,1.0,intermediate
Ubc,chr5,125385202,125395202,48.04319267443418,48.04319267443418,1.0,intermediate
Dhx37,chr5,125429121,125439121,14.08072867326935,14.08072867326935,1.0,intermediate
Aacs,chr5,125470814,125480814,16.41430496687293,16.41430496687293,1.0,intermediate
Tmem132c,chr5,127236808,127246808,7.312011193430423,7.312011193430423,1.0,intermediate
Chchd2,chr5,129882470,129892470,20.350232149491706,20.350232149491706,1.0,intermediate
Vkorc1l1,chr5,129936970,129946970,78.70809027180074,78.70809027180074,1.0,intermediate
Gusb,chr5,129998049,130008049,14.0304424492081,14.0304424492081,1.0,intermediate
Auts2,chr5,132538344,132548344,16.88377194606662,16.88377194606662,1.0,intermediate
Gtf2ird2,chr5,134179019,134189019,29.78310438055992,29.78310438055992,1.0,intermediate
Gtf2i,chr5,134309760,134319760,49.98744949848453,49.98744949848453,1.0,intermediate
Gtf2ird1,chr5,134451716,134461716,16.08006800769766,16.08006800769766,1.0,intermediate
Clip2,chr5,134547434,134557434,29.88599688099424,29.88599688099424,1.0,intermediate
Rfc2,chr5,134576366,134586366,9.142364908097187,9.142364908097187,1.0,intermediate
Limk1,chr5,134683598,134693598,39.66662367706895,39.66662367706895,1.0,intermediate
Abhd11,chr5,135004152,135014152,102.8008092156748,102.8008092156748,1.0,intermediate
Tbl2,chr5,135144657,135154657,64.11518994351825,64.11518994351825,1.0,intermediate
Hip1,chr5,135540120,135550120,191.89032695175214,191.89032695175214,1.0,intermediate
Mdh2,chr5,135773480,135783480,35.24731652308504,35.24731652308504,1.0,intermediate
Ywhag,chr5,135929616,135939616,36.50010369040171,36.50010369040171,1.0,intermediate
Plod3,chr5,136982019,136992019,23.597085045581064,23.597085045581064,1.0,intermediate
Vgf,chr5,137021392,137031392,11.429034191411732,11.429034191411732,1.0,intermediate
Pop7,chr5,137497518,137507518,53.44644814048409,53.44644814048409,1.0,intermediate
Gnb2,chr5,137528510,137538510,44.89769480464856,44.89769480464856,1.0,intermediate
Mepce,chr5,137782655,137792655,92.67911381804943,92.67911381804943,1.0,intermediate
Stag3,chr5,138275240,138285240,34.534688151975466,34.534688151975466,1.0,intermediate
Prkar1b,chr5,139145001,139155001,40.86689863154293,40.86689863154293,1.0,intermediate
Ints1,chr5,139770674,139780674,11.490182056538266,11.490182056538266,1.0,intermediate
Snx8,chr5,140384262,140394262,10.738338377471765,10.738338377471765,1.0,intermediate
Chst12,chr5,140500550,140510550,27.741216287255288,27.741216287255288,1.0,intermediate
Lfng,chr5,140602320,140612320,50.41796483147144,50.41796483147144,1.0,intermediate
Iqce,chr5,140697378,140707378,114.52676669479013,114.52676669479013,1.0,intermediate
Brat1,chr5,140700011,140710011,112.80108549716671,112.80108549716671,1.0,intermediate
Amz1,chr5,140719127,140729127,40.621015484877425,40.621015484877425,1.0,intermediate
Gna12,chr5,140825431,140835431,32.68948011060357,32.68948011060357,1.0,intermediate
Ap5z1,chr5,142458944,142468944,21.815413633316755,21.815413633316755,1.0,intermediate
Radil,chr5,142546098,142556098,14.680494418813787,14.680494418813787,1.0,intermediate
Fscn1,chr5,142955343,142965343,27.578782257088026,27.578782257088026,1.0,intermediate
Usp42,chr5,143727280,143737280,13.997576877872149,13.997576877872149,1.0,intermediate
Nptx2,chr5,144540902,144550902,11.894323861815534,11.894323861815534,1.0,intermediate
Trrap,chr5,144762732,144772732,20.2780049254636,20.2780049254636,1.0,intermediate
Arpc1b,chr5,145109215,145119215,18.51828467991948,18.51828467991948,1.0,intermediate
Pdap1,chr5,145135238,145145238,21.0584327393055,21.0584327393055,1.0,intermediate
Slc7a1,chr5,148394904,148404904,16.812754877559346,16.812754877559346,1.0,intermediate
Katnal1,chr5,148924320,148934320,21.529069695115087,21.529069695115087,1.0,intermediate
Hmgb1,chr5,149179489,149189489,29.38507402590712,29.38507402590712,1.0,intermediate
N4bp2l2,chr5,150661183,150671183,43.45573639577429,43.45573639577429,1.0,intermediate
Stard13,chr5,151228836,151238836,13.239814975961048,13.239814975961048,1.0,intermediate
1700028E10Rik,chr5,151363675,151373675,43.66327010370295,43.66327010370295,1.0,intermediate
