gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Brpf1,chr6,113302137,113312137,80.09176440236767,80.09176440236767,1.0,intermediate
Fancd2,chr6,113526682,113536682,5.39113864488403,5.39113864488403,1.0,intermediate
Vhl,chr6,113618959,113628959,13.687343693172933,13.687343693172933,1.0,intermediate
Tatdn2,chr6,113692050,113702050,19.480863701264067,19.480863701264067,1.0,intermediate
Raf1,chr6,115671635,115681635,17.773756776864328,17.773756776864328,1.0,intermediate
Mbd4,chr6,115848371,115858371,40.654442755935584,40.654442755935584,1.0,intermediate
Cxcl12,chr6,117163535,117173535,13.249478807851672,13.249478807851672,1.0,intermediate
Bms1,chr6,118414474,118424474,25.14132133693099,25.14132133693099,1.0,intermediate
Lrtm2,chr6,119325766,119335766,27.94310230973363,27.94310230973363,1.0,intermediate
Fbxl14,chr6,119474668,119484668,19.315048073742787,19.315048073742787,1.0,intermediate
Erc1,chr6,119843167,119853167,21.87006129786273,21.87006129786273,1.0,intermediate
Kdm5a,chr6,120359124,120369124,21.33358413957954,21.33358413957954,1.0,intermediate
M6pr,chr6,122303720,122313720,52.15134296508631,52.15134296508631,1.0,intermediate
Ptms,chr6,124915103,124925103,59.44139150390625,59.44139150390625,1.0,intermediate
Mlf2,chr6,124926386,124936386,25.37751374470194,25.37751374470194,1.0,intermediate
Gapdh,chr6,125161467,125171467,31.439871544993917,31.439871544993917,1.0,intermediate
Vamp1,chr6,125210551,125220551,30.72848787428141,30.72848787428141,1.0,intermediate
Tuba3a,chr6,125281042,125291042,7.610488746313254,7.610488746313254,1.0,intermediate
Ccnd2,chr6,127147193,127157193,24.051898654542367,24.051898654542367,1.0,intermediate
Itfg2,chr6,128419931,128429931,20.26315582550168,20.26315582550168,1.0,intermediate
Gpr19,chr6,134893578,134903578,24.136872965639828,24.136872965639828,1.0,intermediate
H2aj,chr6,136803244,136813244,46.40486784431537,46.40486784431537,1.0,intermediate
BC049715,chr6,136822626,136832626,37.83810568175912,37.83810568175912,1.0,intermediate
Strap,chr6,137730078,137740078,20.059963076410693,20.059963076410693,1.0,intermediate
Pyroxd1,chr6,142340654,142350654,14.457075709420444,14.457075709420444,1.0,intermediate
C2cd5,chr6,143095141,143105141,15.447880363891521,15.447880363891521,1.0,intermediate
Etnk1,chr6,143162221,143172221,52.5025249935021,52.5025249935021,1.0,intermediate
Pthlh,chr6,147259183,147269183,10.604651429921388,10.604651429921388,1.0,intermediate
Ergic2,chr6,148207374,148217374,26.310653771642848,26.310653771642848,1.0,intermediate
