chrom	start	end	score_nsc	n_bins_nsc	coverage_nsc	score_neu	n_bins_neu	coverage_neu	ratio_change
chr1	18000000	18150000	0.012118000000000002	3	1.0	0.14749933333333332	3	1.0	0.13538133333333333
chr1	18300000	18450000	-0.11374	3	1.0	-0.0005643466666666662	3	1.0	0.11317565333333333
chr1	18600000	18750000	-0.0748902	3	1.0	0.08573493333333335	3	1.0	0.16062513333333334
chr1	18750000	18900000	-0.06641343333333333	3	1.0	0.07063811333333334	3	1.0	0.13705154666666666
chr1	25950000	26100000	-0.08287716666666667	3	1.0	0.07955603333333333	3	1.0	0.1624332
chr1	26100000	26250000	-0.11568723333333333	3	1.0	-0.0018221999999999995	3	1.0	0.11386503333333334
chr1	26400000	26550000	-0.0838597	3	1.0	0.03945664666666667	3	1.0	0.12331634666666666
chr1	27000000	27150000	-0.09279003333333333	3	1.0	0.07376723333333332	3	1.0	0.16655726666666665
chr1	27300000	27450000	-0.11814853333333332	3	1.0	-0.010651966666666663	3	1.0	0.10749656666666665
chr1	27450000	27600000	-0.12342856666666667	3	1.0	-0.01898639999999999	3	1.0	0.10444216666666668
chr1	28050000	28200000	-0.1254039	3	1.0	0.014721099999999999	3	1.0	0.140125
chr1	29400000	29550000	-0.07507889999999999	3	1.0	0.04528173333333334	3	1.0	0.12036063333333333
chr1	29700000	29850000	-0.14111333333333334	3	1.0	-0.03725526666666667	3	1.0	0.10385806666666667
chr1	29850000	30000000	-0.07903616666666666	3	1.0	0.020968266666666673	3	1.0	0.10000443333333334
chr1	30600000	30750000	0.0155078	3	1.0	0.11830736666666666	3	1.0	0.10279956666666666
chr1	31200000	31350000	-0.0457365	3	1.0	0.07557703333333333	3	1.0	0.12131353333333333
chr1	31500000	31650000	-0.08080693333333334	3	1.0	0.05301399999999999	3	1.0	0.13382093333333334
chr1	31650000	31800000	-0.1106588	3	1.0	0.014064533333333332	3	1.0	0.12472333333333334
chr1	44250000	44400000	-0.029800433333333338	3	1.0	0.0954673	3	1.0	0.12526773333333335
chr1	44400000	44550000	-0.047012683333333326	3	1.0	0.07798046666666666	3	1.0	0.12499315
chr1	44850000	45000000	-0.09883726666666667	3	1.0	0.047185700000000004	3	1.0	0.14602296666666667
chr1	45000000	45150000	-0.05138126666666666	3	1.0	0.10453573333333334	3	1.0	0.155917
chr1	46500000	46650000	-0.020432266666666667	3	1.0	0.12087009999999997	3	1.0	0.14130236666666662
chr1	47550000	47700000	-0.07971463333333333	3	1.0	0.03295246666666667	3	1.0	0.11266709999999999
chr1	48150000	48300000	-0.08646106666666667	3	1.0	0.060310266666666675	3	1.0	0.14677133333333334
chr1	48600000	48750000	-0.0917857	3	1.0	0.028256726666666666	3	1.0	0.12004242666666666
chr1	48900000	49050000	-0.13083166666666668	3	1.0	-0.027277013333333336	3	1.0	0.10355465333333334
chr1	49050000	49200000	-0.13972666666666667	3	1.0	-0.038827833333333325	3	1.0	0.10089883333333334
chr1	49350000	49500000	-0.1029213	3	1.0	0.00038922666666666675	3	1.0	0.10331052666666667
chr1	49650000	49800000	-0.0893451	3	1.0	0.032819233333333336	3	1.0	0.12216433333333333
chr1	49800000	49950000	-0.115791	3	1.0	-0.00011812999999999875	3	1.0	0.11567287000000001
chr1	49950000	50100000	-0.11515409999999998	3	1.0	0.0037790500000000004	3	1.0	0.11893314999999999
chr1	50100000	50250000	-0.13323279999999998	3	1.0	-0.0005415666666666676	3	1.0	0.13269123333333332
chr1	50250000	50400000	-0.12007016666666667	3	1.0	-0.004714733333333336	3	1.0	0.11535543333333334
chr1	50400000	50550000	-0.09591100000000001	3	1.0	0.011869499999999995	3	1.0	0.1077805
chr1	85050000	85200000	0.05225063333333333	3	1.0	0.15391133333333332	3	1.0	0.10166069999999999
chr1	85200000	85350000	0.059051433333333334	3	1.0	0.21306799999999998	3	1.0	0.15401656666666663
chr1	94050000	94200000	-0.0212693	3	1.0	0.08028101666666666	3	1.0	0.10155031666666667
chr1	94200000	94350000	-0.003828648333333333	3	1.0	0.11617289999999998	3	1.0	0.12000154833333332
chr1	94500000	94650000	-0.11747066666666665	3	1.0	-0.0171993	3	1.0	0.10027136666666665
chr1	94800000	94950000	-0.1487676666666667	3	1.0	-0.0465253	3	1.0	0.1022423666666667
chr1	95400000	95550000	-0.09680703333333333	3	1.0	0.03464009999999999	3	1.0	0.13144713333333333
chr1	96600000	96750000	-0.09830206666666666	3	1.0	0.01088773333333333	3	1.0	0.10918979999999999
chr1	97050000	97200000	-0.05491663333333334	3	1.0	0.062241066666666664	3	1.0	0.1171577
chr1	97200000	97350000	-0.04928763333333333	3	1.0	0.1432491	3	1.0	0.19253673333333332
chr1	97350000	97500000	-0.061208976666666665	3	1.0	0.16702466666666665	3	1.0	0.22823364333333332
chr1	98250000	98400000	-0.0601297	3	1.0	0.06679073333333332	3	1.0	0.12692043333333333
chr1	98400000	98550000	-0.05438359999999999	3	1.0	0.09219766666666668	3	1.0	0.14658126666666665
chr1	99000000	99150000	-0.05727023333333333	3	1.0	0.0470847	3	1.0	0.10435493333333333
chr1	99300000	99450000	-0.08730413333333333	3	1.0	0.07298723333333333	3	1.0	0.16029136666666666
chr1	99450000	99600000	-0.13135636666666667	3	1.0	-0.0214972	3	1.0	0.10985916666666667
chr1	101400000	101550000	-0.10802063333333334	3	1.0	0.0027832999999999994	3	1.0	0.11080393333333334
chr1	101550000	101700000	-0.12066433333333335	3	1.0	-0.006080333333333335	3	1.0	0.114584
chr1	101700000	101850000	-0.09748056666666666	3	1.0	0.03184359999999999	3	1.0	0.12932416666666666
chr1	101850000	102000000	-0.0851982	3	1.0	0.05721995333333334	3	1.0	0.14241815333333335
chr1	102000000	102150000	-0.048634929333333334	3	1.0	0.0646155	3	1.0	0.11325042933333335
chr1	102450000	102600000	-0.09182593333333333	3	1.0	0.014886769999999997	3	1.0	0.10671270333333333
chr1	102750000	102900000	-0.09890963333333333	3	1.0	0.004027096666666664	3	1.0	0.10293672999999999
chr1	102900000	103050000	-0.0990751	3	1.0	0.07778453333333334	3	1.0	0.17685963333333332
chr1	103500000	103650000	-0.13190276666666667	3	1.0	-0.021606033333333337	3	1.0	0.11029673333333334
chr1	103650000	103800000	-0.12395029999999999	3	1.0	-0.02367482333333334	3	1.0	0.10027547666666664
chr1	104100000	104250000	-0.0653767	3	1.0	0.08744046666666666	3	1.0	0.15281716666666667
chr1	106950000	107100000	-0.0388196	3	1.0	0.06627786666666667	3	1.0	0.10509746666666667
chr1	107100000	107250000	-0.008258186666666664	3	1.0	0.2757526666666667	3	1.0	0.28401085333333337
chr1	107250000	107400000	-0.039754366666666666	3	1.0	0.06802166666666666	3	1.0	0.10777603333333333
chr1	108600000	108750000	-0.15175406666666666	3	1.0	-0.05044033333333334	3	1.0	0.10131373333333332
chr1	109350000	109500000	-0.11117956666666665	3	1.0	-0.004108596666666663	3	1.0	0.10707096999999999
chr1	109500000	109650000	-0.153809	3	1.0	-0.047747	3	1.0	0.106062
chr1	109650000	109800000	-0.12312236666666666	3	1.0	-0.0036896000000000003	3	1.0	0.11943276666666666
chr1	110250000	110400000	-0.11753866666666667	3	1.0	0.01755263333333333	3	1.0	0.1350913
chr1	110550000	110700000	-0.0866199	3	1.0	0.026750333333333324	3	1.0	0.11337023333333332
chr1	111300000	111450000	-0.08922146666666668	3	1.0	0.07210769333333332	3	1.0	0.16132916
chr1	111450000	111600000	-0.07314306666666666	3	1.0	0.046899899999999994	3	1.0	0.12004296666666665
chr1	111600000	111750000	-0.0324118	3	1.0	0.06919653333333332	3	1.0	0.10160833333333333
chr1	112200000	112350000	-0.1042176	3	1.0	0.02031789	3	1.0	0.12453549
chr1	112500000	112650000	-0.10013863333333334	3	1.0	0.0298806	3	1.0	0.13001923333333334
chr1	114300000	114450000	-0.09176046666666667	3	1.0	0.03492396666666666	3	1.0	0.12668443333333332
chr1	114750000	114900000	-0.11580813333333334	3	1.0	-0.004541333333333332	3	1.0	0.11126680000000001
chr1	115500000	115650000	-0.07350743333333333	3	1.0	0.051633033333333335	3	1.0	0.12514046666666667
chr1	116700000	116850000	-0.05767661	3	1.0	0.09375897666666667	3	1.0	0.15143558666666668
chr1	117600000	117750000	-0.0124201	3	1.0	0.29191466666666666	3	1.0	0.30433476666666665
chr1	117750000	117900000	0.018026795666666668	3	1.0	0.295389	3	1.0	0.27736220433333336
chr1	117900000	118050000	0.0261511	3	1.0	0.3372180000000001	3	1.0	0.3110669000000001
chr1	118050000	118200000	0.08362146666666667	3	1.0	0.331095	3	1.0	0.2474735333333333
chr1	118200000	118350000	0.06323674866666668	3	1.0	0.1950535	3	1.0	0.13181675133333332
chr1	139950000	140100000	-0.08942563333333334	3	1.0	0.04454986666666667	3	1.0	0.1339755
chr1	140850000	141000000	-0.11742079999999999	3	1.0	-0.006927983333333334	3	1.0	0.11049281666666666
chr1	141450000	141600000	-0.10793860000000001	3	1.0	0.01704	3	1.0	0.12497860000000001
chr1	141750000	141900000	-0.10249913333333333	3	1.0	0.023703199999999997	3	1.0	0.12620233333333333
chr1	142350000	142500000	-0.1447626	3	1.0	-0.018591366666666668	3	1.0	0.12617123333333333
chr1	142500000	142650000	-0.09859240000000001	3	1.0	0.0034783266666666653	3	1.0	0.10207072666666668
chr1	142650000	142800000	-0.15199766666666664	3	1.0	-0.016651943333333336	3	1.0	0.1353457233333333
chr1	142800000	142950000	-0.11239790000000001	3	1.0	-0.002494533333333335	3	1.0	0.10990336666666667
chr1	142950000	143100000	-0.15649766666666667	3	1.0	-0.05199036666666667	3	1.0	0.1045073
chr1	143100000	143250000	-0.0857077	3	1.0	0.021858700000000002	3	1.0	0.1075664
chr1	145650000	145800000	-0.125743	3	1.0	-0.014627399999999997	3	1.0	0.1111156
chr1	146100000	146250000	-0.0553932	3	1.0	0.07646330000000001	3	1.0	0.13185650000000002
chr1	146700000	146850000	-0.22528800000000002	3	1.0	-0.11157096666666667	3	1.0	0.11371703333333334
chr1	146850000	147000000	-0.13307426666666666	3	1.0	-0.02980616666666667	3	1.0	0.1032681
chr10	3150000	3300000	0.053533199999999996	3	1.0	0.19688666666666665	3	1.0	0.14335346666666665
chr10	6150000	6300000	-0.027618876666666667	3	1.0	0.15021600000000002	3	1.0	0.1778348766666667
chr10	6300000	6450000	-0.08322076666666668	3	1.0	0.03671233333333333	3	1.0	0.11993310000000001
chr10	11250000	11400000	-0.062360866666666674	3	1.0	0.039911433333333336	3	1.0	0.10227230000000001
chr10	11400000	11550000	0.006065666666666663	3	1.0	0.14533673333333333	3	1.0	0.13927106666666667
chr10	11550000	11700000	-0.005507466666666667	3	1.0	0.12275333333333334	3	1.0	0.1282608
chr10	15000000	15150000	-0.08433253333333332	3	1.0	0.02827152	3	1.0	0.11260405333333331
chr10	15150000	15300000	-0.04504693333333334	3	1.0	0.06317972000000001	3	1.0	0.10822665333333334
chr10	15600000	15750000	-0.10191026666666667	3	1.0	0.016776076666666667	3	1.0	0.11868634333333333
chr10	26550000	26700000	-0.04810837133333333	3	1.0	0.06327583333333334	3	1.0	0.11138420466666667
chr10	27750000	27900000	-0.07592436666666667	3	1.0	0.043851100000000004	3	1.0	0.11977546666666668
chr10	30450000	30600000	-0.0321422	3	1.0	0.07149054333333334	3	1.0	0.10363274333333333
chr10	31650000	31800000	-0.037013033333333334	3	1.0	0.09819656666666667	3	1.0	0.13520959999999999
chr10	31800000	31950000	-0.07344830000000001	3	1.0	0.03359466666666666	3	1.0	0.10704296666666667
chr10	32100000	32250000	-0.06548782666666667	3	1.0	0.04650456000000001	3	1.0	0.11199238666666667
chr10	32250000	32400000	-0.09432546666666668	3	1.0	0.035687333333333335	3	1.0	0.1300128
chr10	32400000	32550000	-0.13874633333333333	3	1.0	-0.014882133333333337	3	1.0	0.1238642
chr10	33000000	33150000	-0.09956270000000002	3	1.0	0.009290676666666674	3	1.0	0.1088533766666667
chr10	33150000	33300000	-0.12945156666666668	3	1.0	-0.025245833333333332	3	1.0	0.10420573333333336
chr10	33300000	33450000	-0.12379320000000002	3	1.0	-0.0210304	3	1.0	0.10276280000000002
chr10	33450000	33600000	-0.07806276666666667	3	1.0	0.024833633333333327	3	1.0	0.1028964
chr10	33600000	33750000	0.02790486666666667	3	1.0	0.16294463333333334	3	1.0	0.13503976666666667
chr10	33750000	33900000	-0.0510363	3	1.0	0.09756074	3	1.0	0.14859704
chr10	34500000	34650000	-0.14009933333333335	3	1.0	-0.0011246333333333313	3	1.0	0.13897470000000003
chr10	35700000	35850000	-0.09605006666666668	3	1.0	0.012611833333333327	3	1.0	0.1086619
chr10	35850000	36000000	-0.11992113333333332	3	1.0	-0.016251833333333333	3	1.0	0.10366929999999999
chr10	36150000	36300000	-0.07356773333333334	3	1.0	0.06103896666666667	3	1.0	0.13460670000000002
chr10	38250000	38400000	-0.09008696666666667	3	1.0	0.014628703333333333	3	1.0	0.10471567000000001
chr10	47400000	47550000	-0.140314	3	1.0	-0.013919266666666666	3	1.0	0.12639473333333334
chr10	47550000	47700000	-0.06821356666666667	3	1.0	0.0730365	3	1.0	0.14125006666666667
chr10	47850000	48000000	-0.09652473333333332	3	1.0	0.05913639999999999	3	1.0	0.1556611333333333
chr10	48000000	48150000	-0.1386698	3	1.0	-0.006817566666666662	3	1.0	0.13185223333333335
chr10	48150000	48300000	-0.1239314	3	1.0	-0.015599033333333333	3	1.0	0.10833236666666667
chr10	48300000	48450000	-0.11432996666666666	3	1.0	-0.004032333333333331	3	1.0	0.11029763333333333
chr10	48450000	48600000	-0.120457	3	1.0	0.008242666666666667	3	1.0	0.12869966666666666
chr10	48600000	48750000	-0.07718503333333333	3	1.0	0.025985066666666664	3	1.0	0.1031701
chr10	48900000	49050000	-0.10379209999999998	3	1.0	0.004792966666666665	3	1.0	0.10858506666666665
chr10	49950000	50100000	-0.07778013333333333	3	1.0	0.054075733333333334	3	1.0	0.13185586666666665
chr10	50400000	50550000	-0.01212733333333333	3	1.0	0.08855276666666666	3	1.0	0.1006801
chr10	51000000	51150000	-0.05566226666666667	3	1.0	0.07280314	3	1.0	0.12846540666666667
chr10	52500000	52650000	-0.01581264333333333	3	1.0	0.16341936666666665	3	1.0	0.17923200999999997
chr10	54450000	54600000	-0.06694616666666667	3	1.0	0.07146240000000001	3	1.0	0.13840856666666668
chr10	55050000	55200000	-0.10353116666666666	3	1.0	-0.0031707000000000016	3	1.0	0.10036046666666666
chr10	55350000	55500000	-0.10830603333333333	3	1.0	0.020714600000000003	3	1.0	0.12902063333333333
chr10	55650000	55800000	-0.05655073333333334	3	1.0	0.0552872	3	1.0	0.11183793333333333
chr10	78600000	78750000	0.0368587	3	1.0	0.1416186	3	1.0	0.10475990000000002
chr10	78900000	79050000	-0.023462466666666668	3	1.0	0.13895066666666667	3	1.0	0.16241313333333335
chr10	79050000	79200000	-0.0424501	3	1.0	0.0784444	3	1.0	0.12089449999999999
chr10	79200000	79350000	-0.0004121333333333344	3	1.0	0.20676166666666668	3	1.0	0.20717380000000002
chr10	79350000	79500000	0.01042558166666667	3	1.0	0.13722546666666666	3	1.0	0.126799885
chr10	101550000	101700000	-0.12171100000000001	3	1.0	-0.01928566666666667	3	1.0	0.10242533333333334
chr10	101700000	101850000	-0.12777299999999997	3	1.0	-0.017048666666666663	3	1.0	0.11072433333333331
chr10	113850000	114000000	-0.12354063333333332	3	1.0	-0.007397433333333335	3	1.0	0.11614319999999997
chr10	129150000	129300000	-0.07071529333333333	3	1.0	0.10430850000000001	3	1.0	0.17502379333333334
chr10	130050000	130200000	-0.11623323333333334	3	1.0	0.03525413333333334	3	1.0	0.15148736666666668
chr10	130350000	130500000	-0.1087037	3	1.0	0.03148206666666666	3	1.0	0.14018576666666666
chr10	130500000	130650000	0.00671895	2	0.6666666666666666	0.13790465	2	0.6666666666666666	0.1311857
chr11	3000000	3150000	0.0485051105	3	1.0	0.2545067133333333	3	1.0	0.2060016028333333
chr11	10350000	10500000	-0.05781276666666666	3	1.0	0.18606246666666668	3	1.0	0.24387523333333333
chr11	11250000	11400000	-0.05449403333333334	3	1.0	0.09469466666666668	3	1.0	0.1491887
chr11	13200000	13350000	-0.12355473333333333	3	1.0	0.004640366666666665	3	1.0	0.1281951
chr11	13800000	13950000	-0.08280573333333334	3	1.0	0.0683135	3	1.0	0.15111923333333332
chr11	13950000	14100000	-0.12131070000000002	3	1.0	-0.00455026666666667	3	1.0	0.11676043333333336
chr11	14700000	14850000	-0.10242613333333332	3	1.0	0.014874300000000003	3	1.0	0.11730043333333333
chr11	14850000	15000000	-0.1052511	3	1.0	0.05157456666666667	3	1.0	0.15682566666666667
chr11	15000000	15150000	-0.12929966666666665	3	1.0	-0.027743766666666662	3	1.0	0.10155589999999998
chr11	15150000	15300000	-0.05086351333333333	3	1.0	0.08335716666666668	3	1.0	0.13422068
chr11	21750000	21900000	-0.012332933333333332	3	1.0	0.1286813	3	1.0	0.14101423333333332
chr11	27000000	27150000	-0.06314565000000001	3	1.0	0.08564983333333334	3	1.0	0.14879548333333337
chr11	27450000	27600000	-0.09001136666666666	3	1.0	0.0296436	3	1.0	0.11965496666666667
chr11	27600000	27750000	-0.041576166666666664	3	1.0	0.07277642666666667	3	1.0	0.11435259333333334
chr11	27750000	27900000	-0.09744586133333331	3	1.0	0.006515863333333331	3	1.0	0.10396172466666664
chr11	28200000	28350000	-0.07854773333333333	3	1.0	0.05216476666666666	3	1.0	0.13071249999999998
chr11	28950000	29100000	-0.008832906666666666	3	1.0	0.15737033333333336	3	1.0	0.16620324000000003
chr11	29850000	30000000	0.0023886400000000005	3	1.0	0.12331763333333332	3	1.0	0.12092899333333332
chr11	30600000	30750000	-0.02595637233333333	3	1.0	0.08211986666666667	3	1.0	0.10807623899999999
chr11	31200000	31350000	-0.04516086666666667	3	1.0	0.056566966666666656	3	1.0	0.10172783333333332
chr11	39000000	39150000	-0.15927666666666668	3	1.0	-0.05425347666666667	3	1.0	0.10502319000000002
chr11	48900000	49050000	0.01742786666666667	3	1.0	0.120038	3	1.0	0.10261013333333334
chr11	49350000	49500000	-0.030521933333333327	3	1.0	0.1066074	3	1.0	0.13712933333333333
chr11	73350000	73500000	-0.022669183333333332	3	1.0	0.12082763333333334	3	1.0	0.14349681666666667
chr11	73500000	73650000	-0.030234680000000007	3	1.0	0.1327456	3	1.0	0.16298028
chr11	73650000	73800000	-0.06069993333333333	3	1.0	0.08487083333333334	3	1.0	0.14557076666666668
chr11	73800000	73950000	-0.07612176666666666	3	1.0	0.10193006666666668	3	1.0	0.17805183333333335
chr11	73950000	74100000	-0.050395499999999996	3	1.0	0.13260633333333333	3	1.0	0.1830018333333333
chr11	74100000	74250000	0.0045653916666666666	3	1.0	0.2277013333333333	3	1.0	0.22313594166666664
chr12	6150000	6300000	-0.0861264	3	1.0	0.07317063333333335	3	1.0	0.15929703333333334
chr12	6600000	6750000	-0.07119691333333333	3	1.0	0.078692	3	1.0	0.14988891333333332
chr12	9300000	9450000	-0.026859966666666665	3	1.0	0.0786096	3	1.0	0.10546956666666667
chr12	9600000	9750000	0.0015813866666666656	3	1.0	0.11642983333333333	3	1.0	0.11484844666666666
chr12	9750000	9900000	-0.05419086666666667	3	1.0	0.04811796666666668	3	1.0	0.10230883333333335
chr12	14400000	14550000	-0.08940403333333333	3	1.0	0.016117000000000006	3	1.0	0.10552103333333333
chr12	18000000	18150000	0.06183653333333334	3	1.0	0.23518866666666668	3	1.0	0.17335213333333335
chr12	18300000	18450000	0.05497783333333333	3	1.0	0.1568961	3	1.0	0.10191826666666667
chr12	18750000	18900000	0.048005500000000006	3	1.0	0.176993	3	1.0	0.1289875
chr12	19050000	19200000	0.07772923333333333	3	1.0	0.19042533333333334	3	1.0	0.11269610000000001
chr12	19200000	19350000	0.03987186666666667	3	1.0	0.15173899999999999	3	1.0	0.11186713333333331
chr12	19500000	19650000	0.02619481	3	1.0	0.13131993333333333	3	1.0	0.10512512333333333
chr12	20250000	20400000	0.09614903333333334	3	1.0	0.24132666666666666	3	1.0	0.14517763333333333
chr12	20700000	20850000	0.07052026666666666	3	1.0	0.21433333333333332	3	1.0	0.14381306666666666
chr12	20850000	21000000	0.0638172	3	1.0	0.18341133333333334	3	1.0	0.11959413333333334
chr12	23100000	23250000	0.0414826	3	1.0	0.16152466666666668	3	1.0	0.12004206666666667
chr12	30900000	31050000	-0.010882263333333333	3	1.0	0.10129976666666668	3	1.0	0.11218203000000002
chr12	32250000	32400000	-0.0021594666666666664	3	1.0	0.09943353333333332	3	1.0	0.10159299999999999
chr12	37800000	37950000	-0.174067	3	1.0	-0.05551199999999999	3	1.0	0.11855500000000001
chr12	39450000	39600000	-0.09225076666666666	3	1.0	0.00818593333333333	3	1.0	0.10043669999999999
chr12	42300000	42450000	-0.12410633333333333	3	1.0	-0.012106766666666664	3	1.0	0.11199956666666666
chr12	45150000	45300000	-0.06623056666666666	3	1.0	0.0527803	3	1.0	0.11901086666666666
chr12	45750000	45900000	-0.1110105	3	1.0	-0.007874233333333331	3	1.0	0.10313626666666667
chr12	46050000	46200000	-0.14079966666666668	3	1.0	-0.031845399999999996	3	1.0	0.10895426666666669
chr12	47400000	47550000	-0.152507	3	1.0	-0.044855566666666666	3	1.0	0.10765143333333334
chr12	48000000	48150000	-0.11953776666666667	3	1.0	0.008777766666666666	3	1.0	0.12831553333333334
chr12	48150000	48300000	-0.09337993333333333	3	1.0	0.015191033333333331	3	1.0	0.10857096666666666
chr12	48300000	48450000	-0.0753927	3	1.0	0.027383666666666667	3	1.0	0.10277636666666667
chr12	48900000	49050000	-0.10478756666666666	3	1.0	0.001874949999999999	3	1.0	0.10666251666666667
chr12	49200000	49350000	-0.0021418300000000013	3	1.0	0.20165	3	1.0	0.20379183
chr12	49650000	49800000	-0.10999213333333333	3	1.0	0.006945100000000001	3	1.0	0.11693723333333332
chr12	60300000	60450000	-0.07893316666666665	3	1.0	0.048912366666666665	3	1.0	0.12784553333333332
chr12	61050000	61200000	-0.0790343	3	1.0	0.024915443333333336	3	1.0	0.10394974333333334
chr12	62250000	62400000	-0.11747756666666669	3	1.0	0.015629233333333336	3	1.0	0.13310680000000003
chr12	63600000	63750000	-0.06565126666666665	3	1.0	0.10323973333333333	3	1.0	0.16889099999999999
chr12	67050000	67200000	-0.17584466666666665	3	1.0	0.04490436666666668	3	1.0	0.22074903333333334
chr12	74700000	74850000	-0.07859153333333332	3	1.0	0.09178419999999998	3	1.0	0.1703757333333333
chr12	78300000	78450000	-0.06079963333333333	3	1.0	0.1309458	3	1.0	0.19174543333333333
chr12	87900000	88050000	0.0162363996	3	1.0	0.12479803333333335	3	1.0	0.10856163373333336
chr12	88200000	88350000	0.023200199999999997	3	1.0	0.16574266666666668	3	1.0	0.14254246666666667
chr12	101100000	101250000	0.004829533333333334	3	1.0	0.18124363333333335	3	1.0	0.17641410000000002
chr12	101250000	101400000	-0.014406900000000002	3	1.0	0.16168159999999998	3	1.0	0.17608849999999998
chr12	101400000	101550000	-0.03950823333333333	3	1.0	0.1314938	3	1.0	0.17100203333333333
chr12	101550000	101700000	-0.028701670000000002	3	1.0	0.1609935666666667	3	1.0	0.1896952366666667
chr12	109200000	109350000	0.022408733333333337	3	1.0	0.18576600000000001	3	1.0	0.16335726666666667
chr12	113550000	113700000	-0.028671496666666667	3	1.0	0.09852906666666666	3	1.0	0.12720056333333332
chr12	113700000	113850000	-0.0773619	3	1.0	0.0627692	3	1.0	0.1401311
chr12	113850000	114000000	-0.0399884	3	1.0	0.11775159999999998	3	1.0	0.15774
chr12	114150000	114300000	-0.060477366666666664	3	1.0	0.05159526666666667	3	1.0	0.11207263333333334
chr12	114300000	114450000	-0.09875016666666667	3	1.0	0.0297125	3	1.0	0.12846266666666667
chr12	114600000	114750000	-0.04543403333333333	3	1.0	0.15071820000000002	3	1.0	0.19615223333333337
chr12	114750000	114900000	-0.04175503333333333	3	1.0	0.12488363333333333	3	1.0	0.16663866666666666
chr12	115050000	115200000	-0.06206226	3	1.0	0.07837620000000001	3	1.0	0.14043846000000001
chr12	115350000	115500000	-0.061385466666666666	3	1.0	0.04999366666666666	3	1.0	0.11137913333333332
chr12	115650000	115800000	-0.018180566666666665	3	1.0	0.12318529999999998	3	1.0	0.14136586666666665
chr12	115800000	115950000	-0.0723659	3	1.0	0.07532299999999999	3	1.0	0.14768889999999998
chr12	119550000	119700000	-0.012510899999999998	3	1.0	0.14361846666666667	3	1.0	0.15612936666666666
chr12	119700000	119850000	-0.02674129333333333	3	1.0	0.16763793333333335	3	1.0	0.19437922666666668
chr12	119850000	120000000	-0.120413	3	1.0	-0.011625966666666666	3	1.0	0.10878703333333334
chr13	3000000	3150000	0.033145400000000005	3	1.0	0.14145276666666665	3	1.0	0.10830736666666664
chr13	3150000	3300000	0.045082866666666666	3	1.0	0.22531066666666671	3	1.0	0.18022780000000005
chr13	3300000	3450000	0.015296832666666666	3	1.0	0.13549573333333334	3	1.0	0.12019890066666668
chr13	4350000	4500000	-0.05395896666666666	3	1.0	0.11847710000000002	3	1.0	0.17243606666666667
