gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Sesn2,chr4,132505501,132515501,43.49463457925717,43.49463457925717,1.0,intermediate
Eya3,chr4,132633987,132643987,11.278647428069512,11.278647428069512,1.0,intermediate
Fam76a,chr4,132917558,132927558,32.82943048445185,32.82943048445185,1.0,intermediate
Zdhhc18,chr4,133645154,133655154,7.308524743326505,7.308524743326505,1.0,intermediate
Arid1a,chr4,133751769,133761769,27.984478411922854,27.984478411922854,1.0,intermediate
Maco1,chr4,134848345,134858345,30.4418990483284,30.4418990483284,1.0,intermediate
Clic4,chr4,135267814,135277814,42.77731472161213,42.77731472161213,1.0,intermediate
Srrm1,chr4,135348321,135358321,31.771873770198226,31.771873770198226,1.0,intermediate
Fuca1,chr4,135915735,135925735,15.8124305057625,15.8124305057625,1.0,intermediate
Lypla2,chr4,135967626,135977626,31.98508982776403,31.98508982776403,1.0,intermediate
Eloa,chr4,136016763,136026763,14.979267141498127,14.979267141498127,1.0,intermediate
Zbtb40,chr4,137043801,137053801,23.01915246316592,23.01915246316592,1.0,intermediate
Usp48,chr4,137588755,137598755,27.85044437615076,27.85044437615076,1.0,intermediate
Ddost,chr4,138299730,138309730,21.225041487038137,21.225041487038137,1.0,intermediate
Mul1,chr4,138429671,138439671,14.890965349884828,14.890965349884828,1.0,intermediate
Camk2n1,chr4,138449314,138459314,17.59758392852346,17.59758392852346,1.0,intermediate
Micos10,chr4,139126113,139136113,14.42500171636045,14.42500171636045,1.0,intermediate
Iffo2,chr4,139525548,139535548,27.20115854765376,27.20115854765376,1.0,intermediate
Pax7,chr4,139828528,139838528,7.056974159332118,7.056974159332118,1.0,intermediate
Mir2139,chr4,139962620,139972620,29.7121445483168,29.7121445483168,1.0,intermediate
Igsf21,chr4,140241784,140251784,8.484921808824938,8.484921808824938,1.0,intermediate
Sdhb,chr4,140956203,140966203,44.84071102606058,44.84071102606058,1.0,intermediate
Crocc,chr4,141055550,141065550,42.15721725015839,42.15721725015839,1.0,intermediate
Dnajc16,chr4,141785931,141795931,44.80058910525441,44.80058910525441,1.0,intermediate
Casp9,chr4,141788612,141798612,42.891021900629994,42.891021900629994,1.0,intermediate
Dhrs3,chr4,144887827,144897827,25.519829792809485,25.519829792809485,1.0,intermediate
Mthfr,chr4,148034077,148044077,33.6357334741205,33.6357334741205,1.0,intermediate
Disp3,chr4,148282965,148292965,36.17876134820779,36.17876134820779,1.0,intermediate
Ubiad1,chr4,148439771,148449771,30.204898830372098,30.204898830372098,1.0,intermediate
Mtor,chr4,148443611,148453611,31.176925442504885,31.176925442504885,1.0,intermediate
Ctnnbip1,chr4,149513236,149523236,24.397372579846785,24.397372579846785,1.0,intermediate
Slc25a33,chr4,149769277,149779277,29.830451531366503,29.830451531366503,1.0,intermediate
Eno1,chr4,150231721,150241721,45.453459643711646,45.453459643711646,1.0,intermediate
Park7,chr4,150909437,150919437,26.08372892192006,26.08372892192006,1.0,intermediate
Tnfrsf9,chr4,150909562,150919562,26.072542732570568,26.072542732570568,1.0,intermediate
Camta1,chr4,151856876,151866876,134.6970755016704,134.6970755016704,1.0,intermediate
Klhl21,chr4,152003803,152013803,24.51056449280381,24.51056449280381,1.0,intermediate
Ajap1,chr4,153477811,153487811,7.812618870568276,7.812618870568276,1.0,intermediate
Prdm16,chr4,154631873,154641873,20.72082862323324,20.72082862323324,1.0,intermediate
Ttc34,chr4,154832459,154842459,10.634956927610437,10.634956927610437,1.0,intermediate
Pex10,chr4,155062016,155072016,29.319351311264437,29.319351311264437,1.0,intermediate
Cfap74,chr4,155404190,155414190,20.072477793206772,20.072477793206772,1.0,intermediate
Gnb1,chr4,155486361,155496361,13.536988783947626,13.536988783947626,1.0,intermediate
Slc35e2,chr4,155596416,155606416,23.222490346525117,23.222490346525117,1.0,intermediate
Gm16023,chr4,155619755,155629755,22.623852711906036,22.623852711906036,1.0,intermediate
Vwa1,chr4,155769698,155779698,31.025422663038967,31.025422663038967,1.0,intermediate
Mrpl20,chr4,155797878,155807878,8.679246465375025,8.679246465375025,1.0,intermediate
