gene,Mecp2_ratio,GFP_ratio,Mecp2_log_ratio,GFP_log_ratio,log_ratio_change,chromosome
Slc30a9,0.831116444325023,0.9603171634392876,-0.2668774736303116,-0.0584171322285981,-0.2084603414017134,chr5
Shisa3,0.8322483408460667,1.0217034816640391,-0.2649140056474323,0.0309765586995227,-0.295890564346955,chr5
Gabra2,1.0324162698053705,1.735322437869525,0.0460247820952497,0.7952037528873973,-0.7491789707921476,chr5
Gabrb1,0.8728633368756684,0.9885215780158528,-0.1961723043152806,-0.0166556366145244,-0.1795166677007562,chr5
Corin,0.7642966018673746,1.1064016569565,-0.3877954788732907,0.1458752221949851,-0.5336707010682759,chr5
Spata18,0.884605335554026,0.9768011349256202,-0.1768941509165438,-0.0338632183226801,-0.1430309325938637,chr5
Rasl11b,0.9229052694478028,0.7027015689969859,-0.115745523193631,-0.5090159750624188,0.3932704518687878,chr5
Pdgfra,0.9350171799145006,0.7486016003339049,-0.0969352217055377,-0.4177299625039887,0.3207947407984509,chr5
Kit,0.7416160091142742,1.2070411542250457,-0.4312557074227275,0.271474865806446,-0.7027305732291735,chr5
Tmem165,1.0569997407059288,0.972958197731337,0.0799750228111196,-0.0395502726365944,0.1195252954477141,chr5
Clock,0.9954903776019614,0.950090984931212,-0.0065207239471335,-0.0738624159451808,0.0673416919980473,chr5
Parm1,1.051534841556285,1.2532492997265654,0.0724966531202939,0.3256734279911578,-0.2531767748708639,chr5
Naaa,0.8953885008075472,0.8143977291274948,-0.1594143046048669,-0.2961945562894091,0.1367802516845422,chr5
Stbd1,0.8841254351525598,0.8211031512968967,-0.1776770286249798,-0.2843646225595723,0.1066875939345924,chr5
Mrpl1,1.095933243662036,1.2814096025801138,0.1321599224125869,0.3577317068703135,-0.2255717844577266,chr5
Fras1,0.9659173608266656,0.918323692020519,-0.0500283304903736,-0.122925328437102,0.0728969979467283,chr5
Prdm8,0.9992292133186196,0.9490990009760288,-0.0011124389044536,-0.0753695115738957,0.074257072669442,chr5
Fgf5,1.0298636178555396,0.7025497011823398,0.0424532977279432,-0.5093278039126222,0.5517811016405654,chr5
Hnrnpdl,0.7930707028930136,0.8660771685790017,-0.3344786057977302,-0.2074325182422487,-0.1270460875554815,chr5
Sec31a,0.8793319230637862,0.883193531231599,-0.1855202499192423,-0.1791984894541035,-0.0063217604651388,chr5
Lin54,0.945428523403062,0.9724543822217928,-0.0809597036926104,-0.040297519941235,-0.0406621837513754,chr5
Nkx6-1,0.8714313824736274,0.9699913842670544,-0.1985410255592037,-0.043956161948831,-0.1545848636103727,chr5
Ptpn13,1.1064894242801395,0.7722323629402809,0.1459896620639033,-0.372893078453885,0.5188827405177883,chr5
Klhl8,0.9547485931671768,0.990683316026082,-0.0668072058654255,-0.0135041388018248,-0.0533030670636006,chr5
Pkd2,0.800255023717139,1.0174454505430748,-0.3214682663604247,0.0249514477194139,-0.3464197140798387,chr5
Thoc2l,1.0634250411711257,1.296928617954647,0.0887183440254425,0.3750990768472607,-0.2863807328218182,chr5
Zfp644,0.9285752229907186,1.0874396807361033,-0.1069093086471338,0.1209353782336674,-0.2278446868808012,chr5
Cdc7,0.8773362395376053,1.0015087196088537,-0.1887982326667555,0.0021749819910486,-0.1909732146578042,chr5
Tgfbr3,0.9596216989135866,0.8614509194239285,-0.0594623147455011,-0.2151594926574422,0.155697177911941,chr5
Gfi1,0.925240404797144,0.8661237376396864,-0.1120998257489029,-0.2073549464632667,0.0952551207143637,chr5
Mtf2,1.1636857129880829,0.9052759281156222,0.2187014692963361,-0.1435705021937607,0.3622719714900969,chr5
Pcgf3,1.003994644216777,1.1238556066255492,0.0057515732901741,0.1684566894850699,-0.1627051161948958,chr5
Gak,0.9057884174650136,0.9673444468929384,-0.1427540034708802,-0.0478984064868369,-0.0948555969840432,chr5
Dgkq,0.8035787704244328,0.8386958713629272,-0.3154886445642437,-0.2537803407413776,-0.061708303822866,chr5
Chfr,0.8660912091592463,0.9860128496043988,-0.2074091298976157,-0.0203216471282423,-0.1870874827693734,chr5
Ankle2,0.9459286834660412,0.9718965087160548,-0.0801966765323148,-0.0411253966028072,-0.0390712799295076,chr5
Pgam5,0.9093865432333476,1.0077644494879907,-0.1370344391160551,0.0111584689297206,-0.1481929080457757,chr5
Pole,0.9445212677069844,0.7881513421881411,-0.0823448128634963,-0.3434554097997542,0.2611105969362578,chr5
Noc4l,0.9111567485827048,0.7439350778805548,-0.1342288290597418,-0.4267513699338365,0.2925225408740947,chr5
Ttc28,0.8601530999492505,0.7659720545932838,-0.2173346247478553,-0.3846363364644473,0.1673017117165919,chr5
2900026A02Rik,0.9317917050772172,0.9090626979661212,-0.1019206074300769,-0.1375482944994191,0.0356276870693422,chr5
Ficd,0.898522584668848,0.7859818518730329,-0.1543733280689465,-0.347432093491324,0.1930587654223775,chr5
Alkbh2,0.814428418663137,0.7918619550094949,-0.2961401911983974,-0.3366791471351023,0.0405389559367049,chr5
Ung,0.7542220799723166,0.7954934933805433,-0.4069387086609221,-0.3300779645900124,-0.0768607440709097,chr5
Cabp1,0.934163184951284,0.7487465180489293,-0.0982535047425972,-0.4174507060413281,0.3191972012987309,chr5
Rplp0,0.850530839069969,0.7595667186270337,-0.2335645479267416,-0.3967514015163725,0.1631868535896308,chr5
1110006O24Rik,0.8015991360781317,0.7116209815828236,-0.3190471412151027,-0.4908190469309105,0.1717719057158078,chr5
Bicdl1,0.9466646008915276,0.852142310019717,-0.0790747191814811,-0.2308337104279073,0.1517589912464262,chr5
Vsig10,0.9564831187742552,0.7772732344726785,-0.0641885886009554,-0.363506257225806,0.2993176686248505,chr5
Wsb2,0.9637580985929854,0.7992926376796904,-0.0532570166422088,-0.3232042943196928,0.269947277677484,chr5
Lhx5,0.7715471758344863,0.8444215820773047,-0.3741737225869265,-0.2439646427323761,-0.1302090798545503,chr5
Aldh2,0.8612019295534262,0.7393778487238551,-0.2155765429692563,-0.4356162729133994,0.2200397299441431,chr5
Camkk2,0.968326065026035,0.7889342672797445,-0.0464351659969446,-0.3420229926461726,0.295587826649228,chr5
Setd1b,0.8394161528695909,0.731510388804111,-0.2525418696422896,-0.4510497414330419,0.1985078717907523,chr5
Pitpnm2,0.9815222331584544,0.8942556826712306,-0.026907147313941,-0.1612407138328616,0.1343335665189205,chr5
Rilpl2,0.8067991440409799,0.92755236238103,-0.3097185415369944,-0.1084993675311526,-0.2012191740058417,chr5
Ddx55,0.9549168907813924,0.8665560825029925,-0.0665529182573689,-0.2066349729333166,0.1400820546759477,chr5
Mmp17,0.7381323687054152,0.6907194686830254,-0.4380485380179441,-0.5338282067284548,0.0957796687105106,chr5
Psph,0.9090221948285602,0.9340747459796732,-0.1376125749694246,-0.0983900938394643,-0.0392224811299602,chr5
Zbed5,0.8287707115813472,0.8666574582204299,-0.2709550752158892,-0.2064662063716161,-0.064488868844273,chr5
Auts2,1.0704128756599711,0.958550998254488,0.0981673749214846,-0.0610729045467922,0.1592402794682768,chr5
Castor2,0.9242391493279872,0.7875846534163312,-0.1136618937781643,-0.3444930951967306,0.2308312014185662,chr5
Ncf1,0.8143650208386226,0.7062613263036577,-0.2962524997635696,-0.5017259958051411,0.2054734960415714,chr5
Eif4h,0.7570577674786572,0.8187132351292487,-0.401524705277108,-0.2885698770904968,-0.1129548281866111,chr5
Limk1,0.937080161311721,0.9443098630133056,-0.0937556282406199,-0.082667755978425,-0.0110878722621948,chr5
Eln,0.9396156835955264,0.8062243116466498,-0.0898573005914759,-0.3107468066584039,0.2208895060669279,chr5
Cldn3,0.926904296855506,0.9054226952907796,-0.1095077070393841,-0.1433366253094562,0.033828918270072,chr5
Vps37d,0.9269845382753046,0.8979352655900328,-0.1093828194017912,-0.1553166536832854,0.0459338342814942,chr5
Pom121,0.998956856654028,0.8388253639088099,-0.0015057232113532,-0.2535576094277942,0.2520518862164409,chr5
Srrm3,0.8240221969978792,0.834669577583836,-0.2792448945329409,-0.2607229070307668,-0.0185219875021741,chr5
Dtx2,0.8664357927295324,0.8145618781293953,-0.2068352525334688,-0.2959037977576992,0.0890685452242304,chr5
Rasa4,0.887111489242083,0.7144720035186538,-0.172812665818735,-0.4850506142536545,0.3122379484349195,chr5
Lrwd1,0.8486823884148937,0.7037904371891603,-0.2367033554668278,-0.5067821834049333,0.2700788279381054,chr5
Orai2,0.8972543240681409,0.7453481460093964,-0.1564111241609927,-0.4240136408558667,0.2676025166948739,chr5
Cux1,0.8132273391120587,0.8632558836413045,-0.2982693783048147,-0.212139832885207,-0.0861295454196076,chr5
Col26a1,0.8715487929227094,0.7838062222324989,-0.1983466602126709,-0.351431069091488,0.153084408878817,chr5
Ache,0.8666649516805719,0.8842317558557357,-0.2064537323186365,-0.177503547438961,-0.0289501848796754,chr5
Slc12a9,0.7825827295145763,0.8671347778420966,-0.3536848225206246,-0.2056718474465135,-0.148012975074111,chr5
Actl6b,1.069877888206078,0.8381371246552578,0.0974461422966705,-0.2547417974112027,0.3521879397078732,chr5
Irs3,1.0284635040813768,0.7373276223961575,0.0404905994875344,-0.4396222894333241,0.4801128889208586,chr5
Agfg2,0.8726144983873523,0.869517607586216,-0.1965836507652388,-0.2017128527262679,0.005129201961029,chr5
Zscan21,0.8723941725336594,0.8507523393503695,-0.1969479618698063,-0.2331888816508995,0.0362409197810931,chr5
Lamtor4,0.9217084972255196,0.8371050787688722,-0.1176175439099598,-0.2565193644610035,0.1389018205510436,chr5
Zfp157,1.0042241721901894,0.8906875789328541,0.006081356944947,-0.1670086197783432,0.1730899767232902,chr5
Fam20c,0.9252917072452468,0.8247502029190661,-0.1120198338514366,-0.2779708671407521,0.1659510332893155,chr5
Mafk,0.8655585980897399,0.8226615359600882,-0.2082966019138553,-0.2816291038853884,0.0733325019715331,chr5
Snx8,0.98908688793926,0.9266749724502044,-0.0158308324540254,-0.1098646868453734,0.0940338543913479,chr5
Radil,1.0247421320242414,0.927172853049694,0.0352609129947111,-0.1090897689915694,0.1443506819862806,chr5
Slc29a4,0.9594671318670756,0.7323775383561651,-0.0596947095240981,-0.4493405497912885,0.3896458402671904,chr5
Rbak,0.9908052115976947,0.847639288022184,-0.0133266377621342,-0.2384776368125095,0.2251509990503752,chr5
Zfp316,0.7614376739451112,0.7383604308255536,-0.3932021424429757,-0.4376028547170035,0.0444007122740278,chr5
0610040B10Rik,0.82921933167108,0.8323240492393892,-0.2701743443579086,-0.2647827717950317,-0.0053915725628769,chr5
Grid2ip,0.8509114953146817,0.7601528125769865,-0.2329190122249493,-0.3956386239812405,0.1627196117562911,chr5
Rac1,1.0675419121547918,0.8782820741015801,0.0942927117857056,-0.1872437365027927,0.2815364482884984,chr5
Pms2,0.9700824885631412,1.0341927180554342,-0.0438206663699196,0.0485050516837954,-0.0923257180537151,chr5
Bhlha15,0.7673952805709094,0.7398024981254337,-0.381958202396332,-0.4347879228019209,0.0528297204055889,chr5
Tecpr1,0.8562571233494493,0.7289219078905971,-0.2238840098501319,-0.4561638333307063,0.2322798234805744,chr5
Dmrt1i,0.9762629834582328,0.9454468700610942,-0.0346582649016299,-0.0809317075246428,0.0462734426230128,chr5
Zscan25,1.100386509556338,0.7932112434439853,0.1380103578206751,-0.3342229675652844,0.4722333253859596,chr5
Cdk8,0.840741332727245,0.8502730363539504,-0.2502660939227476,-0.2340019066465217,-0.0162641872762259,chr5
Wasf3,0.89525702666936,0.902253656447316,-0.159626157910949,-0.1483950101284217,-0.0112311477825273,chr5
Rasl11a,0.840103779618403,0.8691158162466662,-0.2513605371237123,-0.2023796550267572,-0.0489808820969551,chr5
Gtf3a,0.7511313677603156,0.8767809915134069,-0.4128628475443812,-0.1897115736721899,-0.2231512738721913,chr5
Mtif3,0.9046436530699926,0.9908625187030486,-0.1445784808016465,-0.0132431962492504,-0.131335284552396,chr5
Slc46a3,0.9080500295323928,0.7798874492832757,-0.1391563090783107,-0.3586621607549205,0.2195058516766098,chr5
B3glct,1.0056950019635509,0.9827424986352116,0.0081928440396365,-0.0251146484212375,0.0333074924608741,chr5
Fam171a1,1.1122969171860702,0.7256808412427366,0.1535419533252237,-0.4625929130514225,0.6161348663766463,chr2
Frmd4a,1.272173930154972,1.0804685711742563,0.3472959277118531,0.1116571074861797,0.2356388202256734,chr2
Optn,0.9595799694181404,0.8376082853683592,-0.0595250522234242,-0.255652381844137,0.1961273296207128,chr2
Dhtkd1,1.0091067334760926,0.8800870103317018,0.0130787767365522,-0.1842819311731328,0.1973607079096851,chr2
Proser2,0.846580763040069,1.2097176605394089,-0.2402803883973532,0.274670372070225,-0.5149507604675782,chr2
Taf3,0.770937088192738,0.91074482739833,-0.3753149601109417,-0.134881198724377,-0.2404337613865646,chr2
Rbm17,1.0617648615194446,0.993177233575549,0.086464302224613,-0.0098769036344908,0.0963412058591038,chr2
Cacnb2,1.3309848592139035,1.034489283849548,0.4124941597837959,0.0489187005703832,0.3635754592134126,chr2
Carlr,1.025667149382057,0.8785885238429236,0.0365626219339895,-0.1867404398717043,0.2233030618056939,chr2
Msrb2,1.1637151177720229,0.9540039501007636,0.2187379238128169,-0.0679328550936986,0.2866707789065156,chr2
Otud1,1.030410164796247,1.1099265452723532,0.0432187305418801,0.1504642024511854,-0.1072454719093052,chr2
Etl4,0.977024299984746,1.0340196114628957,-0.0335336503687083,0.0482635484110227,-0.0817971987797311,chr2
Spopl,1.0117677762060646,1.0574362050793569,0.0168781965922578,0.0805706284592999,-0.0636924318670421,chr2
Psd4,1.058479742229578,0.9467558488211186,0.0819936585145196,-0.0789356661405842,0.1609293246551039,chr2
Cacna1b,0.9360972267825276,0.9289322682047234,-0.0952697132492865,-0.106354686532926,0.0110849732836395,chr2
Tor4a,0.8074677258822555,0.711046231832687,-0.3085234977930374,-0.4919847287594733,0.1834612309664359,chr2
Tmem203,0.7887841248254106,0.8270301786192628,-0.3422975787523271,-0.273988120085766,-0.068309458666561,chr2
Tprn,0.8823793578715753,0.9238293609004388,-0.1805290535553524,-0.1143016966195146,-0.0662273569358378,chr2
Grin1os,0.7904283112253128,0.6530510679955105,-0.3392934732015168,-0.6147322812732121,0.2754388080716952,chr2
Edf1,0.8666216679297066,0.7570625705530769,-0.2065257864752092,-0.4015155522772144,0.1949897658020052,chr2
Bmyc,0.9041929868895116,0.7210081073239104,-0.1452973670324604,-0.471912613049225,0.3266152460167645,chr2
Kcnt1,0.9006300202725158,0.7062261887315222,-0.1509935277378521,-0.5017977738570383,0.3508042461191861,chr2
Gpsm1,0.7999173115519279,0.7880985232225854,-0.3220772203618069,-0.3435520970843944,0.0214748767225875,chr2
Snapc4,0.8752207593487241,0.7549106755237299,-0.1922811370879386,-0.4056221466122522,0.2133410095243136,chr2
Notch1,0.8422551988625859,0.8922952712363124,-0.247670666405129,-0.1644069005954074,-0.0832637658097216,chr2
Egfl7,0.7559289435550162,0.7424205272808932,-0.4036774657302892,-0.4296914946091956,0.0260140288789064,chr2
Surf1,0.9815039184959162,0.8100762722738469,-0.0269340674574123,-0.303870344358238,0.2769362769008257,chr2
Surf4,0.8887778864248311,0.8608368066788071,-0.1701051732347479,-0.2161883305642025,0.0460831573294545,chr2
Fam163b,0.8795476891277539,0.7560741554861183,-0.1851662920589291,-0.4034003544814353,0.2182340624225061,chr2
Vav2,1.0099601247567482,0.7804988441342141,0.0142983336193124,-0.3575315992159809,0.3718299328352934,chr2
Wdr5,0.8736430031846315,0.7512912981347083,-0.194884223343103,-0.4125557026055662,0.2176714792624632,chr2
Olfm1,0.7473064390998444,0.7268986441768752,-0.4202281416796667,-0.4601738803125949,0.0399457386329282,chr2
Gtf3c5,0.9552469039903578,0.9664642453000876,-0.0660544181538253,-0.0492117344967991,-0.0168426836570261,chr2
Ddx31,0.9196555519569174,0.7984616776139615,-0.1208344799489996,-0.3247049281313069,0.2038704481823073,chr2
Cfap77,1.0444070680231885,0.8737410522807291,0.0626841262328474,-0.1947223185295508,0.2574064447623983,chr2
Ntng2,0.8462505002268076,0.7751664826611476,-0.2408433134085653,-0.3674219033190249,0.1265785899104595,chr2
Med27,0.8144878995754928,0.9495301327491164,-0.2960348293497123,-0.0747143107548992,-0.221320518594813,chr2
Trub2,0.8982831509098845,0.8201913030835901,-0.15475782138604,-0.2859676487895296,0.1312098274034896,chr2
Odf2,0.834801776064559,0.7389591982782383,-0.2604944250115528,-0.4364333868985058,0.175938961886953,chr2
Set,1.03457971344661,0.814043637169261,0.0490448078500192,-0.2968219620171025,0.3458667698671217,chr2
Pkn3,0.8574893327432032,0.8552296386296081,-0.2218093707671653,-0.2256162432753873,0.003806872508222,chr2
Zdhhc12,0.8824879253326768,0.7828095074413051,-0.1803515560863684,-0.3532668168798151,0.1729152607934466,chr2
Tbc1d13,0.9496988404943384,0.770818514381453,-0.074458002714678,-0.3755368705740161,0.3010788678593381,chr2
Endog,0.9567595137081746,0.8446227836560669,-0.0637717532278601,-0.2436209305988629,0.1798491773710028,chr2
Dolk,0.8452312768455138,0.8241867513717538,-0.2425819412976077,-0.2789568221011426,0.0363748808035348,chr2
1700001O22Rik,0.7966609793393554,0.9009211416892432,-0.3279621818141226,-0.150527263513185,-0.1774349183009375,chr2
Tor1a,1.0538720803751624,0.99439351389724,0.0756997624132044,-0.0081112086928658,0.0838109711060702,chr2
Fnbp1,0.9701104751992108,0.8850931143797643,-0.0437790455808273,-0.1760988559771259,0.1323198103962986,chr2
Nup214,0.9610227142578668,0.9298936389071456,-0.0573575646584572,-0.10486238446935,0.0475048198108927,chr2
Pip5kl1,0.748032308557531,0.7808487054282238,-0.4188275114200276,-0.3568850510948326,-0.061942460325195,chr2
Slc2a8,0.9738364489238782,0.7643330531501339,-0.0382485958231045,-0.3877266746541546,0.3494780788310501,chr2
Garnl3,0.8539577382252068,0.9991887859510864,-0.2277634212495486,-0.0011708094382318,-0.2265926118113168,chr2
Mvb12b,0.8815981260948157,0.9468056477433447,-0.181806937535222,-0.078859783040633,-0.1029471544945889,chr2
Gapvd1,0.976325251107226,0.9395888174368656,-0.0345662503879191,-0.0898985517420014,0.0553323013540822,chr2
Phf19,0.901689657645571,0.7000449188589236,-0.1492971208483101,-0.514480598349953,0.3651834775016428,chr2
Cntrl,0.9451155043664946,0.9082528765513088,-0.0814374402692286,-0.1388340650423782,0.0573966247731495,chr2
Gsn,1.0375023938997825,0.8718907217397853,0.0531146652917167,-0.1977807684671775,0.2508954337588943,chr2
Lhx6,0.8612049288278211,0.8746931059853329,-0.2155715185602153,-0.1931511718123032,-0.0224203467479121,chr2
Mrrf,0.9908665783078447,0.984136004212522,-0.0132372854799973,-0.0230703900501159,0.0098331045701186,chr2
Ptgs1,0.8269009009258631,0.9724649392606914,-0.274213653410403,-0.0402818580189152,-0.2339317953914877,chr2
Strbp,0.99762072591115,0.9758088151072312,-0.003436656926447,-0.035329578774432,0.0318929218479849,chr2
Dennd1a,1.0613870554628515,1.095607789658131,0.0859508590501913,0.1317314286050026,-0.0457805695548112,chr2
Lhx2,0.8129008128673735,0.8108795147379532,-0.2988487641295855,-0.3024405286609366,0.003591764531351,chr2
Nek6,0.8529238739413616,0.859854958520458,-0.2295111125329149,-0.2178347702710024,-0.0116763422619124,chr2
Rnd3,1.0649855396063872,1.0881385661971446,0.090833841643803,0.1218622845629601,-0.0310284429191571,chr2
Rbm43,0.9398392239200474,0.966181900358421,-0.0895141154287392,-0.0496332681034302,-0.0398808473253089,chr2
Nr4a2,1.0408171104349195,1.0357817111515777,0.0577165844403483,0.0507199900692691,0.0069965943710792,chr2
Tanc1,1.0157051592488735,0.9291425644790628,0.0224816747267753,-0.10602811906851,0.1285097937952853,chr2
Wdsub1,0.905071458833552,1.029529917559019,-0.1438963919347438,0.0419857544839073,-0.1858821464186512,chr2
Cd302,1.0596031556948549,1.003909343447378,0.0835240454401598,0.0056289947228461,0.0778950507173137,chr2
Rbms1,1.194906912699262,1.03947256010107,0.2568982317473724,0.0558516745708703,0.201046557176502,chr2
Dpp4,0.8981578987667805,0.9992111512498372,-0.1549589976462264,-0.0011385172979083,-0.153820480348318,chr2
Gca,1.2906862155294128,1.2180767507783543,0.3681383032604793,0.2846050400412646,0.0835332632192147,chr2
Galnt3,1.1846411630862697,0.9923639564817718,0.2444501218792391,-0.0110587586386101,0.2555088805178493,chr2
Stk39,1.0712658419414596,1.0543328477979417,0.0993165391535415,0.0763303907525538,0.0229861484009877,chr2
Cers6,1.1388129429943268,0.8668849340447926,0.1875307950031584,-0.2060875848310319,0.3936183798341904,chr2
Phospho2,1.0900576883226214,0.9720982876976764,0.1244044877128921,-0.0408259045077423,0.1652303922206345,chr2
Map3k20,0.9620435971335356,1.2213129997364278,-0.0558258204937491,0.2884329835349743,-0.3442588040287234,chr2
Wipf1,0.9550339738518184,0.8297464359209941,-0.0663760391884723,-0.2692575674987017,0.2028815283102293,chr2
Lnpk,1.1641817763076143,0.8722564666448507,0.219316339434073,-0.1971757067246634,0.4164920461587365,chr2
Hoxd10,0.7744691883827645,0.7900013511788724,-0.3687202511618848,-0.3400729740819363,-0.0286472770799485,chr2
Mtx2,1.0647980989929091,1.1972905062038344,0.090579900690062,0.2597732450212809,-0.1691933443312188,chr2
Osbpl6,0.8538809050848831,0.9177363249111904,-0.2278932306914767,-0.1238483828437148,-0.1040448478477619,chr2
Sestd1,1.1277308853565444,0.9931666506882544,0.1734228330889421,-0.0098922764801892,0.1833151095691313,chr2
Itga4,1.102579051966054,1.2152718854095896,0.1408820968629204,0.2812791153547017,-0.1403970184917813,chr2
Neurod1,1.0168403748165695,0.9723186219244142,0.0240932204586702,-0.0404989426344525,0.0645921630931228,chr2
Frzb,0.8706208661545598,0.7091535687816806,-0.1998834973012248,-0.4958300147721541,0.2959465174709292,chr2
Nckap1,1.0832453324889542,0.960455778959995,0.1153600203074078,-0.0582089036345281,0.173568923941936,chr2
Nup35,0.9145712750752508,0.9860395332531424,-0.1288324873074046,-0.0202826051960377,-0.1085498821113669,chr2
Slc43a1,0.8865236869009285,0.8386243907740687,-0.1737689160837953,-0.2539033043678911,0.0801343882840957,chr2
Kbtbd4,0.8766319703154964,0.966124090470062,-0.1899568007218476,-0.0497195919462071,-0.1402372087756404,chr2
